Plot Title: EC_01,,,,,,,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)",fullrange,"Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °F (LGR S/N: 20636125, SEN S/N: 20636125)",Coupler Detached (LGR S/N: 20636125),Coupler Attached (LGR S/N: 20636125),Host Connected (LGR S/N: 20636125),Stopped (LGR S/N: 20636125),End Of File (LGR S/N: 20636125)
1424,8/11/2021 9:00,10.9,,7.988888889,46.38,,,,,
1425,8/11/2021 9:15,10.9,,8.038888889,46.47,,,,,
1426,8/11/2021 9:30,10.8,,8.061111111,46.51,,,,,
1427,8/11/2021 9:45,10.7,,8.1,46.58,,,,,
1428,8/11/2021 10:00,10.7,,8.1,46.58,,,,,
1429,8/11/2021 10:15,10.7,,8.122222222,46.62,,,,,
1430,8/11/2021 10:30,10.7,,8.177777778,46.72,,,,,
1431,8/11/2021 10:45,10.7,,8.222222222,46.8,,,,,
1432,8/11/2021 11:00,10.7,,8.261111111,46.87,,,,,
1433,8/11/2021 11:15,10.7,,8.311111111,46.96,,,,,
1434,8/11/2021 11:30,10.7,,8.35,47.03,,,,,
1435,8/11/2021 11:45,10.7,,8.388888889,47.1,,,,,
1436,8/11/2021 12:00,10.7,,8.438888889,47.19,,,,,
1437,8/11/2021 12:15,10.7,,8.477777778,47.26,,,,,
1438,8/11/2021 12:30,10.7,,8.488888889,47.28,,,,,
1439,8/11/2021 12:45,10.5,,8.511111111,47.32,,,,,
1440,8/11/2021 13:00,10.6,,8.511111111,47.32,,,,,
1441,8/11/2021 13:15,10.5,,8.472222222,47.25,,,,,
1442,8/11/2021 13:30,10.4,,8.472222222,47.25,,,,,
1443,8/11/2021 13:45,10.4,,8.472222222,47.25,,,,,
1444,8/11/2021 14:00,10.3,,8.472222222,47.25,,,,,
1445,8/11/2021 14:15,10.3,,8.461111111,47.23,,,,,
1446,8/11/2021 14:30,10.3,,8.4,47.12,,,,,
1447,8/11/2021 14:45,10.2,,8.35,47.03,,,,,
1448,8/11/2021 15:00,10.2,,8.322222222,46.98,,,,,
1449,8/11/2021 15:15,10.2,,8.311111111,46.96,,,,,
1450,8/11/2021 15:30,10.1,,8.272222222,46.89,,,,,
1451,8/11/2021 15:45,10.2,,8.227777778,46.81,,,,,
1452,8/11/2021 16:00,10.1,,8.2,46.76,,,,,
1453,8/11/2021 16:15,10.1,,8.177777778,46.72,,,,,
1454,8/11/2021 16:30,10.1,,8.177777778,46.72,,,,,
1455,8/11/2021 16:45,10,,8.15,46.67,,,,,
1456,8/11/2021 17:00,9.9,,8.138888889,46.65,,,,,
1457,8/11/2021 17:15,9.9,,8.1,46.58,,,,,
1458,8/11/2021 17:30,9.9,,8.061111111,46.51,,,,,
1459,8/11/2021 17:45,9.9,,8.022222222,46.44,,,,,
1460,8/11/2021 18:00,9.9,,7.95,46.31,,,,,
1461,8/11/2021 18:15,9.8,,7.872222222,46.17,,,,,
1462,8/11/2021 18:30,9.8,,7.788888889,46.02,,,,,
1463,8/11/2021 18:45,9.8,,7.7,45.86,,,,,
1464,8/11/2021 19:00,9.8,,7.622222222,45.72,,,,,
1465,8/11/2021 19:15,9.9,,7.55,45.59,,,,,
1466,8/11/2021 19:30,9.9,,7.488888889,45.48,,,,,
1467,8/11/2021 19:45,9.9,,7.45,45.41,,,,,
1468,8/11/2021 20:00,9.9,,7.411111111,45.34,,,,,
1469,8/11/2021 20:15,9.9,,7.377777778,45.28,,,,,
1470,8/11/2021 20:30,9.8,,7.338888889,45.21,,,,,
1471,8/11/2021 20:45,9.8,,7.288888889,45.12,,,,,
1472,8/11/2021 21:00,9.8,,7.261111111,45.07,,,,,
1473,8/11/2021 21:15,9.9,,7.222222222,45,,,,,
1474,8/11/2021 21:30,9.8,,7.2,44.96,,,,,
1475,8/11/2021 21:45,9.7,,7.172222222,44.91,,,,,
1476,8/11/2021 22:00,9.7,,7.138888889,44.85,,,,,
1477,8/11/2021 22:15,9.7,,7.122222222,44.82,,,,,
1478,8/11/2021 22:30,9.7,,7.088888889,44.76,,,,,
1479,8/11/2021 22:45,9.7,,7.05,44.69,,,,,
1480,8/11/2021 23:00,9.7,,7.038888889,44.67,,,,,
1481,8/11/2021 23:15,9.7,,7.011111111,44.62,,,,,
1482,8/11/2021 23:30,9.7,,6.972222222,44.55,,,,,
1483,8/11/2021 23:45,9.8,,6.961111111,44.53,,,,,
1484,8/12/2021 0:00,9.7,,6.927777778,44.47,,,,,
1485,8/12/2021 0:15,9.7,,6.922222222,44.46,,,,,
1486,8/12/2021 0:30,9.8,,6.888888889,44.4,,,,,
1487,8/12/2021 0:45,9.7,,6.877777778,44.38,,,,,
1488,8/12/2021 1:00,9.7,,6.85,44.33,,,,,
1489,8/12/2021 1:15,9.7,,6.827777778,44.29,,,,,
1490,8/12/2021 1:30,9.8,,6.811111111,44.26,,,,,
1491,8/12/2021 1:45,9.7,,6.8,44.24,,,,,
1492,8/12/2021 2:00,9.7,,6.788888889,44.22,,,,,
1493,8/12/2021 2:15,9.8,,6.772222222,44.19,,,,,
1494,8/12/2021 2:30,9.7,,6.788888889,44.22,,,,,
1495,8/12/2021 2:45,9.8,,6.75,44.15,,,,,
1496,8/12/2021 3:00,9.8,,6.75,44.15,,,,,
1497,8/12/2021 3:15,9.8,,6.727777778,44.11,,,,,
1498,8/12/2021 3:30,9.8,,6.722222222,44.1,,,,,
1499,8/12/2021 3:45,9.7,,6.711111111,44.08,,,,,
1500,8/12/2021 4:00,9.8,,6.688888889,44.04,,,,,
1501,8/12/2021 4:15,9.8,,6.688888889,44.04,,,,,
1502,8/12/2021 4:30,9.7,,6.672222222,44.01,,,,,
1503,8/12/2021 4:45,9.8,,6.65,43.97,,,,,
1504,8/12/2021 5:00,9.8,,6.611111111,43.9,,,,,
1505,8/12/2021 5:15,9.7,,6.6,43.88,,,,,
1506,8/12/2021 5:30,9.8,,6.561111111,43.81,,,,,
1507,8/12/2021 5:45,9.8,,6.527777778,43.75,,,,,
1508,8/12/2021 6:00,9.8,,6.477777778,43.66,,,,,
1509,8/12/2021 6:15,9.7,,6.422222222,43.56,,,,,
1510,8/12/2021 6:30,9.7,,6.361111111,43.45,,,,,
1511,8/12/2021 6:45,9.7,,6.35,43.43,,,,,
1512,8/12/2021 7:00,9.7,,6.338888889,43.41,,,,,
1513,8/12/2021 7:15,9.7,,6.322222222,43.38,,,,,
1514,8/12/2021 7:30,9.7,,6.322222222,43.38,,,,,
1515,8/12/2021 7:45,9.6,,6.311111111,43.36,,,,,
1516,8/12/2021 8:00,9.7,,6.322222222,43.38,,,,,
1517,8/12/2021 8:15,9.6,,6.338888889,43.41,,,,,
1518,8/12/2021 8:30,9.6,,6.35,43.43,,,,,
1519,8/12/2021 8:45,9.6,,6.361111111,43.45,,,,,
1520,8/12/2021 9:00,9.6,,6.377777778,43.48,,,,,
1521,8/12/2021 9:15,9.5,,6.4,43.52,,,,,
1522,8/12/2021 9:30,9.6,,6.427777778,43.57,,,,,
1523,8/12/2021 9:45,9.5,,6.472222222,43.65,,,,,
1524,8/12/2021 10:00,9.5,,6.488888889,43.68,,,,,
1525,8/12/2021 10:15,9.6,,6.522222222,43.74,,,,,
1526,8/12/2021 10:30,9.6,,6.572222222,43.83,,,,,
1527,8/12/2021 10:45,9.6,,6.638888889,43.95,,,,,
1528,8/12/2021 11:00,9.5,,6.711111111,44.08,,,,,
1529,8/12/2021 11:15,9.6,,6.788888889,44.22,,,,,
1530,8/12/2021 11:30,9.6,,6.872222222,44.37,,,,,
1531,8/12/2021 11:45,9.6,,6.927777778,44.47,,,,,
1532,8/12/2021 12:00,9.7,,6.977777778,44.56,,,,,
1533,8/12/2021 12:15,9.6,,6.977777778,44.56,,,,,
1534,8/12/2021 12:30,9.6,,7.038888889,44.67,,,,,
1535,8/12/2021 12:45,9.7,,7.061111111,44.71,,,,,
1536,8/12/2021 13:00,9.6,,7.138888889,44.85,,,,,
1537,8/12/2021 13:15,9.6,,7.222222222,45,,,,,
1538,8/12/2021 13:30,9.7,,7.327777778,45.19,,,,,
1539,8/12/2021 13:45,9.6,,7.411111111,45.34,,,,,
1540,8/12/2021 14:00,9.6,,7.488888889,45.48,,,,,
1541,8/12/2021 14:15,9.6,,7.55,45.59,,,,,
1542,8/12/2021 14:30,9.5,,7.577777778,45.64,,,,,
1543,8/12/2021 14:45,9.6,,7.627777778,45.73,,,,,
1544,8/12/2021 15:00,9.5,,7.7,45.86,,,,,
1545,8/12/2021 15:15,9.5,,7.711111111,45.88,,,,,
1546,8/12/2021 15:30,9.4,,7.75,45.95,,,,,
1547,8/12/2021 15:45,9.4,,7.777777778,46,,,,,
1548,8/12/2021 16:00,9.4,,7.827777778,46.09,,,,,
1549,8/12/2021 16:15,9.4,,7.85,46.13,,,,,
1550,8/12/2021 16:30,9.4,,7.888888889,46.2,,,,,
1551,8/12/2021 16:45,9.3,,7.938888889,46.29,,,,,
1552,8/12/2021 17:00,9.3,,7.972222222,46.35,,,,,
1553,8/12/2021 17:15,9.3,,7.972222222,46.35,,,,,
1554,8/12/2021 17:30,9.2,,7.977777778,46.36,,,,,
1555,8/12/2021 17:45,9.2,,7.95,46.31,,,,,
1556,8/12/2021 18:00,9.2,,7.911111111,46.24,,,,,
1557,8/12/2021 18:15,9.2,,7.861111111,46.15,,,,,
1558,8/12/2021 18:30,9.2,,7.777777778,46,,,,,
1559,8/12/2021 18:45,9.1,,7.7,45.86,,,,,
1560,8/12/2021 19:00,9.1,,7.627777778,45.73,,,,,
1561,8/12/2021 19:15,9,,7.55,45.59,,,,,
1562,8/12/2021 19:30,9,,7.488888889,45.48,,,,,
1563,8/12/2021 19:45,9,,7.422222222,45.36,,,,,
1564,8/12/2021 20:00,9,,7.377777778,45.28,,,,,
1565,8/12/2021 20:15,9,,7.327777778,45.19,,,,,
1566,8/12/2021 20:30,9,,7.288888889,45.12,,,,,
1567,8/12/2021 20:45,9,,7.238888889,45.03,,,,,
1568,8/12/2021 21:00,9,,7.211111111,44.98,,,,,
1569,8/12/2021 21:15,9,,7.172222222,44.91,,,,,
1570,8/12/2021 21:30,9.1,,7.127777778,44.83,,,,,
1571,8/12/2021 21:45,9.1,,7.088888889,44.76,,,,,
1572,8/12/2021 22:00,9.1,,7.05,44.69,,,,,
1573,8/12/2021 22:15,9.1,,7.022222222,44.64,,,,,
1574,8/12/2021 22:30,9,,7,44.6,,,,,
1575,8/12/2021 22:45,9,,6.961111111,44.53,,,,,
1576,8/12/2021 23:00,9.1,,6.95,44.51,,,,,
1577,8/12/2021 23:15,9.1,,6.927777778,44.47,,,,,
1578,8/12/2021 23:30,9.1,,6.911111111,44.44,,,,,
1579,8/12/2021 23:45,9.1,,6.888888889,44.4,,,,,
1580,8/13/2021 0:00,9.1,,6.877777778,44.38,,,,,
1581,8/13/2021 0:15,9.1,,6.877777778,44.38,,,,,
1582,8/13/2021 0:30,9.1,,6.872222222,44.37,,,,,
1583,8/13/2021 0:45,9.1,,6.85,44.33,,,,,
1584,8/13/2021 1:00,9.1,,6.872222222,44.37,,,,,
1585,8/13/2021 1:15,9.2,,6.85,44.33,,,,,
1586,8/13/2021 1:30,9.2,,6.838888889,44.31,,,,,
1587,8/13/2021 1:45,9.2,,6.838888889,44.31,,,,,
1588,8/13/2021 2:00,9.2,,6.827777778,44.29,,,,,
1589,8/13/2021 2:15,9.2,,6.788888889,44.22,,,,,
1590,8/13/2021 2:30,9.2,,6.761111111,44.17,,,,,
1591,8/13/2021 2:45,9.2,,6.75,44.15,,,,,
1592,8/13/2021 3:00,9.2,,6.75,44.15,,,,,
1593,8/13/2021 3:15,9.2,,6.727777778,44.11,,,,,
1594,8/13/2021 3:30,9.2,,6.722222222,44.1,,,,,
1595,8/13/2021 3:45,9.2,,6.722222222,44.1,,,,,
1596,8/13/2021 4:00,9.2,,6.711111111,44.08,,,,,
1597,8/13/2021 4:15,9.2,,6.677777778,44.02,,,,,
1598,8/13/2021 4:30,9.2,,6.638888889,43.95,,,,,
1599,8/13/2021 4:45,9.1,,6.55,43.79,,,,,
1600,8/13/2021 5:00,9.1,,6.361111111,43.45,,,,,
1601,8/13/2021 5:15,9,,6.122222222,43.02,,,,,
1602,8/13/2021 5:30,9,,5.9,42.62,,,,,
1603,8/13/2021 5:45,9,,5.827777778,42.49,,,,,
1604,8/13/2021 6:00,8.9,,5.827777778,42.49,,,,,
1605,8/13/2021 6:15,8.8,,5.872222222,42.57,,,,,
1606,8/13/2021 6:30,8.9,,5.911111111,42.64,,,,,
1607,8/13/2021 6:45,8.9,,5.972222222,42.75,,,,,
1608,8/13/2021 7:00,8.9,,5.988888889,42.78,,,,,
1609,8/13/2021 7:15,8.9,,6.038888889,42.87,,,,,
1610,8/13/2021 7:30,9,,6.1,42.98,,,,,
1611,8/13/2021 7:45,9,,6.177777778,43.12,,,,,
1612,8/13/2021 8:00,9,,6.3,43.34,,,,,
1613,8/13/2021 8:15,9,,6.4,43.52,,,,,
1614,8/13/2021 8:30,9,,6.488888889,43.68,,,,,
1615,8/13/2021 8:45,9,,6.572222222,43.83,,,,,
1616,8/13/2021 9:00,9,,6.722222222,44.1,,,,,
1617,8/13/2021 9:15,9.1,,6.85,44.33,,,,,
1618,8/13/2021 9:30,9.4,,7.122222222,44.82,,,,,
1619,8/13/2021 9:45,9.4,,7.461111111,45.43,,,,,
1620,8/13/2021 10:00,9.5,,8,46.4,,,,,
1621,8/13/2021 10:15,9.5,,8.238888889,46.83,,,,,
1622,8/13/2021 10:30,9.5,,8.322222222,46.98,,,,,
1623,8/13/2021 10:45,9.4,,8.477777778,47.26,,,,,
1624,8/13/2021 11:00,9.4,,8.561111111,47.41,,,,,
1625,8/13/2021 11:15,9.4,,8.55,47.39,,,,,
1626,8/13/2021 11:30,9.4,,8.811111111,47.86,,,,,
1627,8/13/2021 11:45,9.6,,9.488888889,49.08,,,,,
1628,8/13/2021 12:00,9.6,,10.32222222,50.58,,,,,
1629,8/13/2021 12:15,9.6,,10.47222222,50.85,,,,,
1630,8/13/2021 12:30,9.6,,10.65,51.17,,,,,
1631,8/13/2021 12:45,9.6,,11,51.8,,,,,
1632,8/13/2021 13:00,9.6,,11.05,51.89,,,,,
1633,8/13/2021 13:15,9.6,,11.22222222,52.2,,,,,
1634,8/13/2021 13:30,9.7,,11.62777778,52.93,,,,,
1635,8/13/2021 13:45,9.8,,12.46111111,54.43,,,,,
1636,8/13/2021 14:00,10,,13.32777778,55.99,,,,,
1637,8/13/2021 14:15,10,,13.77777778,56.8,,,,,
1638,8/13/2021 14:30,10.1,,14,57.2,,,,,
1639,8/13/2021 14:45,10.1,,14.11111111,57.4,,,,,
1640,8/13/2021 15:00,10,,13.81111111,56.86,,,,,
1641,8/13/2021 15:15,9.9,,13.41111111,56.14,,,,,
1642,8/13/2021 15:30,9.8,,13.27777778,55.9,,,,,
1643,8/13/2021 15:45,9.7,,13.12777778,55.63,,,,,
1644,8/13/2021 16:00,9.7,,12.82777778,55.09,,,,,
1645,8/13/2021 16:15,9.7,,12.67222222,54.81,,,,,
1646,8/13/2021 16:30,9.7,,12.75,54.95,,,,,
1647,8/13/2021 16:45,9.7,,12.48888889,54.48,,,,,
1648,8/13/2021 17:00,9.5,,12.18888889,53.94,,,,,
1649,8/13/2021 17:15,9.5,,11.87222222,53.37,,,,,
1650,8/13/2021 17:30,9.4,,11.62222222,52.92,,,,,
1651,8/13/2021 17:45,9.4,,11.4,52.52,,,,,
1652,8/13/2021 18:00,9.4,,11.1,51.98,,,,,
1653,8/13/2021 18:15,9.3,,10.92222222,51.66,,,,,
1654,8/13/2021 18:30,9.3,,10.68888889,51.24,,,,,
1655,8/13/2021 18:45,9.3,,10.47222222,50.85,,,,,
1656,8/13/2021 19:00,9.3,,10.35,50.63,,,,,
1657,8/13/2021 19:15,9.3,,10.23888889,50.43,,,,,
1658,8/13/2021 19:30,9.3,,10.15,50.27,,,,,
1659,8/13/2021 19:45,9.4,,10.07777778,50.14,,,,,
1660,8/13/2021 20:00,9.4,,9.977777778,49.96,,,,,
1661,8/13/2021 20:15,9.4,,9.85,49.73,,,,,
1662,8/13/2021 20:30,9.4,,9.75,49.55,,,,,
1663,8/13/2021 20:45,9.5,,9.65,49.37,,,,,
1664,8/13/2021 21:00,9.5,,9.5,49.1,,,,,
1665,8/13/2021 21:15,9.4,,9.3,48.74,,,,,
1666,8/13/2021 21:30,9.5,,9.138888889,48.45,,,,,
1667,8/13/2021 21:45,9.4,,9.022222222,48.24,,,,,
1668,8/13/2021 22:00,9.4,,8.922222222,48.06,,,,,
1669,8/13/2021 22:15,9.4,,8.811111111,47.86,,,,,
1670,8/13/2021 22:30,9.4,,8.727777778,47.71,,,,,
1671,8/13/2021 22:45,9.4,,8.672222222,47.61,,,,,
1672,8/13/2021 23:00,9.4,,8.572222222,47.43,,,,,
1673,8/13/2021 23:15,9.4,,8.477777778,47.26,,,,,
1674,8/13/2021 23:30,9.4,,8.472222222,47.25,,,,,
1675,8/13/2021 23:45,9.4,,8.477777778,47.26,,,,,
1676,8/14/2021 0:00,9.4,,8.488888889,47.28,,,,,
1677,8/14/2021 0:15,9.4,,8.488888889,47.28,,,,,
1678,8/14/2021 0:30,9.4,,8.488888889,47.28,,,,,
1679,8/14/2021 0:45,9.4,,8.477777778,47.26,,,,,
1680,8/14/2021 1:00,9.4,,8.461111111,47.23,,,,,
1681,8/14/2021 1:15,9.4,,8.422222222,47.16,,,,,
1682,8/14/2021 1:30,9.4,,8.4,47.12,,,,,
1683,8/14/2021 1:45,9.5,,8.377777778,47.08,,,,,
1684,8/14/2021 2:00,9.5,,8.361111111,47.05,,,,,
1685,8/14/2021 2:15,9.4,,8.311111111,46.96,,,,,
1686,8/14/2021 2:30,9.4,,8.238888889,46.83,,,,,
1687,8/14/2021 2:45,9.4,,8.177777778,46.72,,,,,
1688,8/14/2021 3:00,9.4,,8.111111111,46.6,,,,,
1689,8/14/2021 3:15,9.4,,8.038888889,46.47,,,,,
1690,8/14/2021 3:30,9.5,,7.988888889,46.38,,,,,
1691,8/14/2021 3:45,9.4,,7.927777778,46.27,,,,,
1692,8/14/2021 4:00,9.4,,7.872222222,46.17,,,,,
1693,8/14/2021 4:15,9.4,,7.827777778,46.09,,,,,
1694,8/14/2021 4:30,9.4,,7.788888889,46.02,,,,,
1695,8/14/2021 4:45,9.4,,7.727777778,45.91,,,,,
1696,8/14/2021 5:00,9.4,,7.661111111,45.79,,,,,
1697,8/14/2021 5:15,9.4,,7.622222222,45.72,,,,,
1698,8/14/2021 5:30,9.4,,7.588888889,45.66,,,,,
1699,8/14/2021 5:45,9.4,,7.55,45.59,,,,,
1700,8/14/2021 6:00,9.3,,7.538888889,45.57,,,,,
1701,8/14/2021 6:15,9.3,,7.527777778,45.55,,,,,
1702,8/14/2021 6:30,9.3,,7.527777778,45.55,,,,,
1703,8/14/2021 6:45,9.3,,7.55,45.59,,,,,
1704,8/14/2021 7:00,9.3,,7.577777778,45.64,,,,,
1705,8/14/2021 7:15,9.3,,7.622222222,45.72,,,,,
1706,8/14/2021 7:30,9.4,,7.627777778,45.73,,,,,
1707,8/14/2021 7:45,9.4,,7.672222222,45.81,,,,,
1708,8/14/2021 8:00,9.4,,7.772222222,45.99,,,,,
1709,8/14/2021 8:15,9.4,,7.888888889,46.2,,,,,
1710,8/14/2021 8:30,9.4,,7.977777778,46.36,,,,,
1711,8/14/2021 8:45,9.4,,8.072222222,46.53,,,,,
1712,8/14/2021 9:00,9.5,,8.227777778,46.81,,,,,
1713,8/14/2021 9:15,9.5,,8.427777778,47.17,,,,,
1714,8/14/2021 9:30,9.5,,8.588888889,47.46,,,,,
1715,8/14/2021 9:45,9.6,,8.788888889,47.82,,,,,
1716,8/14/2021 10:00,9.6,,8.977777778,48.16,,,,,
1717,8/14/2021 10:15,9.6,,9.211111111,48.58,,,,,
1718,8/14/2021 10:30,9.6,,9.5,49.1,,,,,
1719,8/14/2021 10:45,9.7,,9.811111111,49.66,,,,,
1720,8/14/2021 11:00,9.8,,10.23888889,50.43,,,,,
1721,8/14/2021 11:15,9.8,,10.52777778,50.95,,,,,
1722,8/14/2021 11:30,9.8,,10.62777778,51.13,,,,,
1723,8/14/2021 11:45,9.8,,10.75,51.35,,,,,
1724,8/14/2021 12:00,9.9,,11.07777778,51.94,,,,,
1725,8/14/2021 12:15,10,,11.58888889,52.86,,,,,
1726,8/14/2021 12:30,10.1,,11.95,53.51,,,,,
1727,8/14/2021 12:45,10.3,,12.62777778,54.73,,,,,
1728,8/14/2021 13:00,10.3,,12.95,55.31,,,,,
1729,8/14/2021 13:15,10.2,,12.76111111,54.97,,,,,
1730,8/14/2021 13:30,10.2,,12.72777778,54.91,,,,,
1731,8/14/2021 13:45,10.1,,12.57222222,54.63,,,,,
1732,8/14/2021 14:00,10,,12.52222222,54.54,,,,,
1733,8/14/2021 14:15,10.2,,12.96111111,55.33,,,,,
1734,8/14/2021 14:30,10.2,,13.16111111,55.69,,,,,
1735,8/14/2021 14:45,10.1,,12.88888889,55.2,,,,,
1736,8/14/2021 15:00,10.1,,12.8,55.04,,,,,
1737,8/14/2021 15:15,10,,12.68888889,54.84,,,,,
1738,8/14/2021 15:30,10,,12.72222222,54.9,,,,,
1739,8/14/2021 15:45,10,,12.65,54.77,,,,,
1740,8/14/2021 16:00,9.9,,12.58888889,54.66,,,,,
1741,8/14/2021 16:15,9.9,,12.47222222,54.45,,,,,
1742,8/14/2021 16:30,9.9,,12.22777778,54.01,,,,,
1743,8/14/2021 16:45,9.8,,11.98888889,53.58,,,,,
1744,8/14/2021 17:00,9.8,,11.82777778,53.29,,,,,
1745,8/14/2021 17:15,9.8,,11.73888889,53.13,,,,,
1746,8/14/2021 17:30,9.8,,11.57777778,52.84,,,,,
1747,8/14/2021 17:45,9.8,,11.41111111,52.54,,,,,
1748,8/14/2021 18:00,9.7,,11.25,52.25,,,,,
1749,8/14/2021 18:15,9.6,,11.13888889,52.05,,,,,
1750,8/14/2021 18:30,9.7,,11.03888889,51.87,,,,,
1751,8/14/2021 18:45,9.6,,10.96111111,51.73,,,,,
1752,8/14/2021 19:00,9.7,,10.87222222,51.57,,,,,
1753,8/14/2021 19:15,9.7,,10.81111111,51.46,,,,,
1754,8/14/2021 19:30,9.7,,10.75,51.35,,,,,
1755,8/14/2021 19:45,9.7,,10.67777778,51.22,,,,,
1756,8/14/2021 20:00,9.7,,10.65,51.17,,,,,
1757,8/14/2021 20:15,9.8,,10.61111111,51.1,,,,,
1758,8/14/2021 20:30,9.8,,10.57222222,51.03,,,,,
1759,8/14/2021 20:45,9.8,,10.52777778,50.95,,,,,
1760,8/14/2021 21:00,9.8,,10.48888889,50.88,,,,,
1761,8/14/2021 21:15,9.8,,10.47222222,50.85,,,,,
1762,8/14/2021 21:30,9.8,,10.42222222,50.76,,,,,
1763,8/14/2021 21:45,9.9,,10.36111111,50.65,,,,,
1764,8/14/2021 22:00,9.9,,10.32222222,50.58,,,,,
1765,8/14/2021 22:15,10.1,,10.27777778,50.5,,,,,
1766,8/14/2021 22:30,10.1,,10.23888889,50.43,,,,,
1767,8/14/2021 22:45,10,,10.2,50.36,,,,,
1768,8/14/2021 23:00,10.1,,10.17777778,50.32,,,,,
1769,8/14/2021 23:15,10,,10.15,50.27,,,,,
1770,8/14/2021 23:30,10.1,,10.12222222,50.22,,,,,
1771,8/14/2021 23:45,10.1,,10.1,50.18,,,,,
1772,8/15/2021 0:00,10.2,,10.07222222,50.13,,,,,
1773,8/15/2021 0:15,10.3,,10.03888889,50.07,,,,,
1774,8/15/2021 0:30,10.3,,10.02777778,50.05,,,,,
1775,8/15/2021 0:45,10.2,,9.977777778,49.96,,,,,
1776,8/15/2021 1:00,10.2,,9.972222222,49.95,,,,,
1777,8/15/2021 1:15,10.2,,9.938888889,49.89,,,,,
1778,8/15/2021 1:30,10.1,,9.911111111,49.84,,,,,
1779,8/15/2021 1:45,10.2,,9.9,49.82,,,,,
1780,8/15/2021 2:00,10.2,,9.872222222,49.77,,,,,
1781,8/15/2021 2:15,10.4,,9.827777778,49.69,,,,,
1782,8/15/2021 2:30,10.5,,9.811111111,49.66,,,,,
1783,8/15/2021 2:45,10.6,,9.772222222,49.59,,,,,
1784,8/15/2021 3:00,10.6,,9.727777778,49.51,,,,,
1785,8/15/2021 3:15,10.5,,9.672222222,49.41,,,,,
1786,8/15/2021 3:30,10.5,,9.661111111,49.39,,,,,
1787,8/15/2021 3:45,10.5,,9.588888889,49.26,,,,,
1788,8/15/2021 4:00,10.6,,9.572222222,49.23,,,,,
1789,8/15/2021 4:15,10.6,,9.511111111,49.12,,,,,
1790,8/15/2021 4:30,10.6,,9.461111111,49.03,,,,,
1791,8/15/2021 4:45,10.6,,9.4,48.92,,,,,
1792,8/15/2021 5:00,10.5,,9.338888889,48.81,,,,,
1793,8/15/2021 5:15,10.5,,9.327777778,48.79,,,,,
1794,8/15/2021 5:30,10.5,,9.3,48.74,,,,,
1795,8/15/2021 5:45,10.4,,9.261111111,48.67,,,,,
1796,8/15/2021 6:00,10.3,,9.2,48.56,,,,,
1797,8/15/2021 6:15,10.3,,9.127777778,48.43,,,,,
1798,8/15/2021 6:30,10.2,,9.1,48.38,,,,,
1799,8/15/2021 6:45,10,,9.088888889,48.36,,,,,
1800,8/15/2021 7:00,10,,9.1,48.38,,,,,
1801,8/15/2021 7:15,9.9,,9.138888889,48.45,,,,,
1802,8/15/2021 7:30,9.9,,9.177777778,48.52,,,,,
1803,8/15/2021 7:45,9.9,,9.261111111,48.67,,,,,
1804,8/15/2021 8:00,9.9,,9.338888889,48.81,,,,,
1805,8/15/2021 8:15,9.9,,9.377777778,48.88,,,,,
1806,8/15/2021 8:30,9.9,,9.422222222,48.96,,,,,
1807,8/15/2021 8:45,10,,9.511111111,49.12,,,,,
1808,8/15/2021 9:00,10.1,,9.65,49.37,,,,,
1809,8/15/2021 9:15,10.2,,9.811111111,49.66,,,,,
1810,8/15/2021 9:30,10.3,,10.03888889,50.07,,,,,
1811,8/15/2021 9:45,10.4,,10.32222222,50.58,,,,,
1812,8/15/2021 10:00,10.5,,10.61111111,51.1,,,,,
1813,8/15/2021 10:15,10.6,,10.92222222,51.66,,,,,
1814,8/15/2021 10:30,10.7,,11.22222222,52.2,,,,,
1815,8/15/2021 10:45,10.7,,11.4,52.52,,,,,
1816,8/15/2021 11:00,10.7,,11.43888889,52.59,,,,,
1817,8/15/2021 11:15,10.7,,11.28888889,52.32,,,,,
1818,8/15/2021 11:30,10.7,,11.08888889,51.96,,,,,
1819,8/15/2021 11:45,10.7,,10.92222222,51.66,,,,,
1820,8/15/2021 12:00,10.7,,10.82777778,51.49,,,,,
1821,8/15/2021 12:15,10.7,,10.82777778,51.49,,,,,
1822,8/15/2021 12:30,10.6,,10.92222222,51.66,,,,,
1823,8/15/2021 12:45,10.4,,11.17777778,52.12,,,,,
1824,8/15/2021 13:00,10.7,,11.52777778,52.75,,,,,
1825,8/15/2021 13:15,10.8,,11.77222222,53.19,,,,,
1826,8/15/2021 13:30,10.8,,11.92777778,53.47,,,,,
1827,8/15/2021 13:45,11,,12.07222222,53.73,,,,,
1828,8/15/2021 14:00,11,,12.32222222,54.18,,,,,
1829,8/15/2021 14:15,11.4,,12.52777778,54.55,,,,,
1830,8/15/2021 14:30,11.4,,12.62777778,54.73,,,,,
1831,8/15/2021 14:45,11.3,,12.63888889,54.75,,,,,
1832,8/15/2021 15:00,11.1,,12.65,54.77,,,,,
1833,8/15/2021 15:15,11,,12.67222222,54.81,,,,,
1834,8/15/2021 15:30,10.9,,12.61111111,54.7,,,,,
1835,8/15/2021 15:45,11.1,,12.42222222,54.36,,,,,
