Date,Time,ms,LEVEL (kPa),TEMPERATURE,
7/16/2019,6:00:00 AM,0,2.3546,3.132,7/16/19 06:00:00
7/16/2019,6:15:00 AM,0,2.3373,3.136,7/16/19 06:15:00
7/16/2019,6:30:00 AM,0,2.3396,3.143,7/16/19 06:30:00
7/16/2019,6:45:00 AM,0,2.3249,3.161,7/16/19 06:45:00
7/16/2019,7:00:00 AM,0,2.332,3.18,7/16/19 07:00:00
7/16/2019,7:15:00 AM,0,2.3262,3.207,7/16/19 07:15:00
7/16/2019,7:30:00 AM,0,2.3128,3.241,7/16/19 07:30:00
7/16/2019,7:45:00 AM,0,2.3238,3.273,7/16/19 07:45:00
7/16/2019,8:00:00 AM,0,2.3388,3.302,7/16/19 08:00:00
7/16/2019,8:15:00 AM,0,2.3176,3.33,7/16/19 08:15:00
7/16/2019,8:30:00 AM,0,2.3087,3.389,7/16/19 08:30:00
7/16/2019,8:45:00 AM,0,2.327,3.483,7/16/19 08:45:00
7/16/2019,9:00:00 AM,0,2.3095,3.657,7/16/19 09:00:00
7/16/2019,9:15:00 AM,0,2.3103,3.969,7/16/19 09:15:00
7/16/2019,9:30:00 AM,0,2.3259,4.243,7/16/19 09:30:00
7/16/2019,9:45:00 AM,0,2.4106,4.46,7/16/19 09:45:00
7/16/2019,10:00:00 AM,0,2.3552,4.532,7/16/19 10:00:00
7/16/2019,10:15:00 AM,0,2.3685,4.643,7/16/19 10:15:00
7/16/2019,10:30:00 AM,0,2.3777,4.696,7/16/19 10:30:00
7/16/2019,10:45:00 AM,0,2.4266,4.739,7/16/19 10:45:00
7/16/2019,11:00:00 AM,0,2.3599,4.81,7/16/19 11:00:00
7/16/2019,11:15:00 AM,0,2.3823,4.973,7/16/19 11:15:00
7/16/2019,11:30:00 AM,0,2.371,5.244,7/16/19 11:30:00
7/16/2019,11:45:00 AM,0,2.3566,5.802,7/16/19 11:45:00
7/16/2019,12:00:00 PM,0,2.3169,6.048,7/16/19 12:00:00
7/16/2019,12:15:00 PM,0,2.3366,5.997,7/16/19 12:15:00
7/16/2019,12:30:00 PM,0,2.2887,5.945,7/16/19 12:30:00
7/16/2019,12:45:00 PM,0,2.2917,5.98,7/16/19 12:45:00
7/16/2019,1:00:00 PM,0,2.2757,6.086,7/16/19 13:00:00
7/16/2019,1:15:00 PM,0,2.2992,6.308,7/16/19 13:15:00
7/16/2019,1:30:00 PM,0,2.3117,6.585,7/16/19 13:30:00
7/16/2019,1:45:00 PM,0,0.0544,7.461,7/16/19 13:45:00
7/16/2019,2:00:00 PM,0,2.1912,6.962,7/16/19 14:00:00
7/16/2019,2:15:00 PM,0,2.1465,7.018,7/16/19 14:15:00
7/16/2019,2:30:00 PM,0,2.1484,7.042,7/16/19 14:30:00
7/16/2019,2:45:00 PM,0,2.2363,7.089,7/16/19 14:45:00
7/16/2019,3:00:00 PM,0,2.1945,7.405,7/16/19 15:00:00
7/16/2019,3:15:00 PM,0,2.2597,7.67,7/16/19 15:15:00
7/16/2019,3:30:00 PM,0,2.1996,7.928,7/16/19 15:30:00
7/16/2019,3:45:00 PM,0,2.2748,8.143,7/16/19 15:45:00
7/16/2019,4:00:00 PM,0,2.2187,8.339,7/16/19 16:00:00
7/16/2019,4:15:00 PM,0,2.2078,8.462,7/16/19 16:15:00
7/16/2019,4:30:00 PM,0,2.2309,8.517,7/16/19 16:30:00
7/16/2019,4:45:00 PM,0,2.2511,8.414,7/16/19 16:45:00
7/16/2019,5:00:00 PM,0,2.1945,8.313,7/16/19 17:00:00
7/16/2019,5:15:00 PM,0,2.2102,8.175,7/16/19 17:15:00
7/16/2019,5:30:00 PM,0,2.197,7.983,7/16/19 17:30:00
7/16/2019,5:45:00 PM,0,2.1715,7.843,7/16/19 17:45:00
7/16/2019,6:00:00 PM,0,2.2085,7.695,7/16/19 18:00:00
7/16/2019,6:15:00 PM,0,2.1297,7.529,7/16/19 18:15:00
7/16/2019,6:30:00 PM,0,2.0696,7.354,7/16/19 18:30:00
7/16/2019,6:45:00 PM,0,2.1627,7.199,7/16/19 18:45:00
7/16/2019,7:00:00 PM,0,2.1066,7.065,7/16/19 19:00:00
7/16/2019,7:15:00 PM,0,2.1448,6.944,7/16/19 19:15:00
7/16/2019,7:30:00 PM,0,2.1588,6.842,7/16/19 19:30:00
7/16/2019,7:45:00 PM,0,2.1117,6.745,7/16/19 19:45:00
7/16/2019,8:00:00 PM,0,2.1452,6.666,7/16/19 20:00:00
7/16/2019,8:15:00 PM,0,2.0888,6.583,7/16/19 20:15:00
7/16/2019,8:30:00 PM,0,2.2127,6.503,7/16/19 20:30:00
7/16/2019,8:45:00 PM,0,2.1827,6.426,7/16/19 20:45:00
7/16/2019,9:00:00 PM,0,2.1848,6.323,7/16/19 21:00:00
7/16/2019,9:15:00 PM,0,2.1951,6.251,7/16/19 21:15:00
7/16/2019,9:30:00 PM,0,2.1585,6.181,7/16/19 21:30:00
7/16/2019,9:45:00 PM,0,2.1453,6.115,7/16/19 21:45:00
7/16/2019,10:00:00 PM,0,2.1393,6.04,7/16/19 22:00:00
7/16/2019,10:15:00 PM,0,2.122,5.982,7/16/19 22:15:00
7/16/2019,10:30:00 PM,0,2.1269,5.935,7/16/19 22:30:00
7/16/2019,10:45:00 PM,0,2.1226,5.894,7/16/19 22:45:00
7/16/2019,11:00:00 PM,0,2.1363,5.855,7/16/19 23:00:00
7/16/2019,11:15:00 PM,0,2.1364,5.804,7/16/19 23:15:00
7/16/2019,11:30:00 PM,0,2.1281,5.748,7/16/19 23:30:00
7/16/2019,11:45:00 PM,0,2.1411,5.697,7/16/19 23:45:00
7/17/2019,12:00:00 AM,0,2.1642,5.647,7/17/19 00:00:00
7/17/2019,12:15:00 AM,0,2.1447,5.592,7/17/19 00:15:00
7/17/2019,12:30:00 AM,0,2.1424,5.546,7/17/19 00:30:00
7/17/2019,12:45:00 AM,0,2.12,5.509,7/17/19 00:45:00
7/17/2019,1:00:00 AM,0,2.1292,5.485,7/17/19 01:00:00
7/17/2019,1:15:00 AM,0,2.1279,5.454,7/17/19 01:15:00
7/17/2019,1:30:00 AM,0,2.1308,5.428,7/17/19 01:30:00
7/17/2019,1:45:00 AM,0,2.1363,5.39,7/17/19 01:45:00
7/17/2019,2:00:00 AM,0,2.1413,5.359,7/17/19 02:00:00
7/17/2019,2:15:00 AM,0,2.0927,5.324,7/17/19 02:15:00
7/17/2019,2:30:00 AM,0,2.1252,5.279,7/17/19 02:30:00
7/17/2019,2:45:00 AM,0,2.1153,5.242,7/17/19 02:45:00
7/17/2019,3:00:00 AM,0,2.1028,5.205,7/17/19 03:00:00
7/17/2019,3:15:00 AM,0,2.0976,5.175,7/17/19 03:15:00
7/17/2019,3:30:00 AM,0,2.1334,5.146,7/17/19 03:30:00
7/17/2019,3:45:00 AM,0,2.1281,5.119,7/17/19 03:45:00
7/17/2019,4:00:00 AM,0,2.1151,5.08,7/17/19 04:00:00
7/17/2019,4:15:00 AM,0,2.1295,5.049,7/17/19 04:15:00
7/17/2019,4:30:00 AM,0,2.1006,5.022,7/17/19 04:30:00
7/17/2019,4:45:00 AM,0,2.1242,4.992,7/17/19 04:45:00
7/17/2019,5:00:00 AM,0,2.1252,4.959,7/17/19 05:00:00
7/17/2019,5:15:00 AM,0,2.1219,4.925,7/17/19 05:15:00
7/17/2019,5:30:00 AM,0,2.1695,4.878,7/17/19 05:30:00
7/17/2019,5:45:00 AM,0,2.1226,4.826,7/17/19 05:45:00
7/17/2019,6:00:00 AM,0,2.1575,4.802,7/17/19 06:00:00
7/17/2019,6:15:00 AM,0,2.1016,4.782,7/17/19 06:15:00
7/17/2019,6:30:00 AM,0,2.1754,4.763,7/17/19 06:30:00
7/17/2019,6:45:00 AM,0,2.0874,4.759,7/17/19 06:45:00
7/17/2019,7:00:00 AM,0,2.1096,4.768,7/17/19 07:00:00
7/17/2019,7:15:00 AM,0,2.1151,4.778,7/17/19 07:15:00
7/17/2019,7:30:00 AM,0,2.0964,4.816,7/17/19 07:30:00
7/17/2019,7:45:00 AM,0,2.1098,4.876,7/17/19 07:45:00
7/17/2019,8:00:00 AM,0,2.1349,4.94,7/17/19 08:00:00
7/17/2019,8:15:00 AM,0,2.0992,4.987,7/17/19 08:15:00
7/17/2019,8:30:00 AM,0,2.1195,5.066,7/17/19 08:30:00
7/17/2019,8:45:00 AM,0,2.1223,5.126,7/17/19 08:45:00
7/17/2019,9:00:00 AM,0,2.1015,5.149,7/17/19 09:00:00
7/17/2019,9:15:00 AM,0,2.1369,5.221,7/17/19 09:15:00
7/17/2019,9:30:00 AM,0,2.1492,5.279,7/17/19 09:30:00
7/17/2019,9:45:00 AM,0,2.1451,5.434,7/17/19 09:45:00
7/17/2019,10:00:00 AM,0,2.1475,5.629,7/17/19 10:00:00
7/17/2019,10:15:00 AM,0,2.1697,5.8,7/17/19 10:15:00
7/17/2019,10:30:00 AM,0,2.1775,5.92,7/17/19 10:30:00
7/17/2019,10:45:00 AM,0,2.1846,6.028,7/17/19 10:45:00
7/17/2019,11:00:00 AM,0,2.2218,6.199,7/17/19 11:00:00
7/17/2019,11:15:00 AM,0,2.216,6.343,7/17/19 11:15:00
7/17/2019,11:30:00 AM,0,2.2396,6.661,7/17/19 11:30:00
7/17/2019,11:45:00 AM,0,2.2375,7.093,7/17/19 11:45:00
7/17/2019,12:00:00 PM,0,2.269,7.443,7/17/19 12:00:00
7/17/2019,12:15:00 PM,0,2.2372,7.646,7/17/19 12:15:00
7/17/2019,12:30:00 PM,0,2.1499,7.689,7/17/19 12:30:00
7/17/2019,12:45:00 PM,0,2.1818,7.773,7/17/19 12:45:00
7/17/2019,1:00:00 PM,0,2.1778,7.944,7/17/19 13:00:00
7/17/2019,1:15:00 PM,0,2.2299,8.094,7/17/19 13:15:00
7/17/2019,1:30:00 PM,0,2.204,8.239,7/17/19 13:30:00
7/17/2019,1:45:00 PM,0,2.3012,8.305,7/17/19 13:45:00
7/17/2019,2:00:00 PM,0,2.2152,8.43,7/17/19 14:00:00
7/17/2019,2:15:00 PM,0,2.2428,8.518,7/17/19 14:15:00
7/17/2019,2:30:00 PM,0,2.2466,8.709,7/17/19 14:30:00
7/17/2019,2:45:00 PM,0,2.1765,8.907,7/17/19 14:45:00
7/17/2019,3:00:00 PM,0,2.1774,8.851,7/17/19 15:00:00
7/17/2019,3:15:00 PM,0,2.1891,8.831,7/17/19 15:15:00
7/17/2019,3:30:00 PM,0,2.2086,9.284,7/17/19 15:30:00
7/17/2019,3:45:00 PM,0,2.1751,9.313,7/17/19 15:45:00
7/17/2019,4:00:00 PM,0,2.17,9.374,7/17/19 16:00:00
7/17/2019,4:15:00 PM,0,2.154,9.302,7/17/19 16:15:00
7/17/2019,4:30:00 PM,0,2.1712,9.195,7/17/19 16:30:00
7/17/2019,4:45:00 PM,0,2.1389,9.079,7/17/19 16:45:00
7/17/2019,5:00:00 PM,0,2.1554,8.978,7/17/19 17:00:00
7/17/2019,5:15:00 PM,0,2.1294,8.843,7/17/19 17:15:00
7/17/2019,5:30:00 PM,0,2.1317,8.71,7/17/19 17:30:00
7/17/2019,5:45:00 PM,0,2.1168,8.6,7/17/19 17:45:00
7/17/2019,6:00:00 PM,0,2.1141,8.471,7/17/19 18:00:00
7/17/2019,6:15:00 PM,0,2.0821,8.32,7/17/19 18:15:00
7/17/2019,6:30:00 PM,0,2.0821,8.133,7/17/19 18:30:00
7/17/2019,6:45:00 PM,0,2.0451,7.966,7/17/19 18:45:00
7/17/2019,7:00:00 PM,0,2.0468,7.826,7/17/19 19:00:00
7/17/2019,7:15:00 PM,0,2.0147,7.692,7/17/19 19:15:00
7/17/2019,7:30:00 PM,0,1.9974,7.541,7/17/19 19:30:00
7/17/2019,7:45:00 PM,0,1.9959,7.409,7/17/19 19:45:00
7/17/2019,8:00:00 PM,0,2.0225,7.304,7/17/19 20:00:00
7/17/2019,8:15:00 PM,0,2.0237,7.198,7/17/19 20:15:00
7/17/2019,8:30:00 PM,0,2.0023,7.092,7/17/19 20:30:00
7/17/2019,8:45:00 PM,0,1.9991,6.987,7/17/19 20:45:00
7/17/2019,9:00:00 PM,0,2.0031,6.887,7/17/19 21:00:00
7/17/2019,9:15:00 PM,0,2.0013,6.798,7/17/19 21:15:00
7/17/2019,9:30:00 PM,0,1.9826,6.713,7/17/19 21:30:00
7/17/2019,9:45:00 PM,0,1.9819,6.629,7/17/19 21:45:00
7/17/2019,10:00:00 PM,0,1.9681,6.558,7/17/19 22:00:00
7/17/2019,10:15:00 PM,0,1.9769,6.479,7/17/19 22:15:00
7/17/2019,10:30:00 PM,0,1.9697,6.409,7/17/19 22:30:00
7/17/2019,10:45:00 PM,0,1.991,6.348,7/17/19 22:45:00
7/17/2019,11:00:00 PM,0,1.9857,6.279,7/17/19 23:00:00
7/17/2019,11:15:00 PM,0,2.0229,6.21,7/17/19 23:15:00
7/17/2019,11:30:00 PM,0,2.0079,6.157,7/17/19 23:30:00
7/17/2019,11:45:00 PM,0,1.9923,6.093,7/17/19 23:45:00
7/18/2019,12:00:00 AM,0,2.011,6.036,7/18/19 00:00:00
7/18/2019,12:15:00 AM,0,2.0177,5.97,7/18/19 00:15:00
7/18/2019,12:30:00 AM,0,2.0117,5.901,7/18/19 00:30:00
7/18/2019,12:45:00 AM,0,1.9909,5.835,7/18/19 00:45:00
7/18/2019,1:00:00 AM,0,1.9847,5.781,7/18/19 01:00:00
7/18/2019,1:15:00 AM,0,2.0078,5.721,7/18/19 01:15:00
7/18/2019,1:30:00 AM,0,1.9882,5.662,7/18/19 01:30:00
7/18/2019,1:45:00 AM,0,1.9928,5.612,7/18/19 01:45:00
7/18/2019,2:00:00 AM,0,2.0007,5.563,7/18/19 02:00:00
7/18/2019,2:15:00 AM,0,2.0061,5.51,7/18/19 02:15:00
7/18/2019,2:30:00 AM,0,1.9926,5.46,7/18/19 02:30:00
7/18/2019,2:45:00 AM,0,1.9903,5.421,7/18/19 02:45:00
7/18/2019,3:00:00 AM,0,1.9879,5.39,7/18/19 03:00:00
7/18/2019,3:15:00 AM,0,2.0096,5.355,7/18/19 03:15:00
7/18/2019,3:30:00 AM,0,1.9987,5.323,7/18/19 03:30:00
7/18/2019,3:45:00 AM,0,1.9785,5.289,7/18/19 03:45:00
7/18/2019,4:00:00 AM,0,1.9813,5.267,7/18/19 04:00:00
7/18/2019,4:15:00 AM,0,1.9692,5.24,7/18/19 04:15:00
7/18/2019,4:30:00 AM,0,1.9593,5.203,7/18/19 04:30:00
7/18/2019,4:45:00 AM,0,1.9485,5.174,7/18/19 04:45:00
7/18/2019,5:00:00 AM,0,1.9609,5.159,7/18/19 05:00:00
7/18/2019,5:15:00 AM,0,1.9591,5.137,7/18/19 05:15:00
7/18/2019,5:30:00 AM,0,1.9609,5.12,7/18/19 05:30:00
7/18/2019,5:45:00 AM,0,1.9852,5.097,7/18/19 05:45:00
7/18/2019,6:00:00 AM,0,1.9505,5.071,7/18/19 06:00:00
7/18/2019,6:15:00 AM,0,1.9616,5.047,7/18/19 06:15:00
7/18/2019,6:30:00 AM,0,1.9524,5.031,7/18/19 06:30:00
7/18/2019,6:45:00 AM,0,1.9811,5.024,7/18/19 06:45:00
7/18/2019,7:00:00 AM,0,1.9403,5.016,7/18/19 07:00:00
7/18/2019,7:15:00 AM,0,1.972,5.018,7/18/19 07:15:00
7/18/2019,7:30:00 AM,0,1.9727,5.035,7/18/19 07:30:00
7/18/2019,7:45:00 AM,0,1.9732,5.027,7/18/19 07:45:00
7/18/2019,8:00:00 AM,0,1.97,5.023,7/18/19 08:00:00
7/18/2019,8:15:00 AM,0,1.948,5.05,7/18/19 08:15:00
7/18/2019,8:30:00 AM,0,1.9644,5.087,7/18/19 08:30:00
7/18/2019,8:45:00 AM,0,1.9705,5.152,7/18/19 08:45:00
7/18/2019,9:00:00 AM,0,2.0068,5.284,7/18/19 09:00:00
7/18/2019,9:15:00 AM,0,1.9872,5.547,7/18/19 09:15:00
7/18/2019,9:30:00 AM,0,2.0145,5.71,7/18/19 09:30:00
7/18/2019,9:45:00 AM,0,2.0102,5.958,7/18/19 09:45:00
7/18/2019,10:00:00 AM,0,2.035,6.181,7/18/19 10:00:00
7/18/2019,10:15:00 AM,0,2.0477,6.458,7/18/19 10:15:00
7/18/2019,10:30:00 AM,0,2.0505,6.725,7/18/19 10:30:00
7/18/2019,10:45:00 AM,0,2.075,6.974,7/18/19 10:45:00
7/18/2019,11:00:00 AM,0,2.1183,7.314,7/18/19 11:00:00
7/18/2019,11:15:00 AM,0,2.0902,7.669,7/18/19 11:15:00
7/18/2019,11:30:00 AM,0,2.059,7.997,7/18/19 11:30:00
7/18/2019,11:45:00 AM,0,2.1206,8.247,7/18/19 11:45:00
7/18/2019,12:00:00 PM,0,2.1061,8.377,7/18/19 12:00:00
7/18/2019,12:15:00 PM,0,2.1491,8.573,7/18/19 12:15:00
7/18/2019,12:30:00 PM,0,2.1296,8.991,7/18/19 12:30:00
7/18/2019,12:45:00 PM,0,2.0888,9.37,7/18/19 12:45:00
7/18/2019,1:00:00 PM,0,2.1613,9.671,7/18/19 13:00:00
7/18/2019,1:15:00 PM,0,2.1474,9.79,7/18/19 13:15:00
7/18/2019,1:30:00 PM,0,2.1434,9.779,7/18/19 13:30:00
7/18/2019,1:45:00 PM,0,0.1065,9.86,7/18/19 13:45:00
7/18/2019,2:00:00 PM,0,1.9938,10.142,7/18/19 14:00:00
7/18/2019,2:15:00 PM,0,1.9751,10.09,7/18/19 14:15:00
7/18/2019,2:30:00 PM,0,1.9675,10.159,7/18/19 14:30:00
7/18/2019,2:45:00 PM,0,1.9686,10.2,7/18/19 14:45:00
7/18/2019,3:00:00 PM,0,1.9971,10.156,7/18/19 15:00:00
7/18/2019,3:15:00 PM,0,2.002,10.281,7/18/19 15:15:00
7/18/2019,3:30:00 PM,0,1.9561,10.364,7/18/19 15:30:00
7/18/2019,3:45:00 PM,0,2.0304,10.384,7/18/19 15:45:00
7/18/2019,4:00:00 PM,0,1.9958,10.341,7/18/19 16:00:00
7/18/2019,4:15:00 PM,0,1.9967,10.316,7/18/19 16:15:00
7/18/2019,4:30:00 PM,0,2.0153,10.262,7/18/19 16:30:00
7/18/2019,4:45:00 PM,0,2.0143,10.21,7/18/19 16:45:00
7/18/2019,5:00:00 PM,0,1.9846,10.053,7/18/19 17:00:00
7/18/2019,5:15:00 PM,0,1.9525,9.808,7/18/19 17:15:00
7/18/2019,5:30:00 PM,0,1.9299,9.601,7/18/19 17:30:00
7/18/2019,5:45:00 PM,0,1.9189,9.406,7/18/19 17:45:00
7/18/2019,6:00:00 PM,0,1.9546,9.208,7/18/19 18:00:00
7/18/2019,6:15:00 PM,0,1.9403,9.012,7/18/19 18:15:00
7/18/2019,6:30:00 PM,0,1.8528,8.815,7/18/19 18:30:00
7/18/2019,6:45:00 PM,0,1.9598,8.638,7/18/19 18:45:00
7/18/2019,7:00:00 PM,0,1.9433,8.472,7/18/19 19:00:00
7/18/2019,7:15:00 PM,0,1.9314,8.324,7/18/19 19:15:00
7/18/2019,7:30:00 PM,0,1.9368,8.192,7/18/19 19:30:00
7/18/2019,7:45:00 PM,0,1.9595,8.073,7/18/19 19:45:00
7/18/2019,8:00:00 PM,0,1.9678,7.955,7/18/19 20:00:00
7/18/2019,8:15:00 PM,0,1.9697,7.865,7/18/19 20:15:00
7/18/2019,8:30:00 PM,0,1.9533,7.774,7/18/19 20:30:00
7/18/2019,8:45:00 PM,0,1.9344,7.679,7/18/19 20:45:00
7/18/2019,9:00:00 PM,0,1.9432,7.589,7/18/19 21:00:00
7/18/2019,9:15:00 PM,0,1.9456,7.498,7/18/19 21:15:00
7/18/2019,9:30:00 PM,0,1.9454,7.399,7/18/19 21:30:00
7/18/2019,9:45:00 PM,0,1.958,7.312,7/18/19 21:45:00
7/18/2019,10:00:00 PM,0,1.9345,7.225,7/18/19 22:00:00
7/18/2019,10:15:00 PM,0,1.9589,7.131,7/18/19 22:15:00
7/18/2019,10:30:00 PM,0,1.9452,7.047,7/18/19 22:30:00
7/18/2019,10:45:00 PM,0,1.9719,6.947,7/18/19 22:45:00
7/18/2019,11:00:00 PM,0,1.9531,6.86,7/18/19 23:00:00
7/18/2019,11:15:00 PM,0,1.9512,6.775,7/18/19 23:15:00
7/18/2019,11:30:00 PM,0,1.9659,6.699,7/18/19 23:30:00
7/18/2019,11:45:00 PM,0,1.9663,6.603,7/18/19 23:45:00
7/19/2019,12:00:00 AM,0,1.9455,6.529,7/19/19 00:00:00
7/19/2019,12:15:00 AM,0,1.9561,6.474,7/19/19 00:15:00
7/19/2019,12:30:00 AM,0,1.9477,6.438,7/19/19 00:30:00
7/19/2019,12:45:00 AM,0,1.9616,6.4,7/19/19 00:45:00
7/19/2019,1:00:00 AM,0,1.938,6.359,7/19/19 01:00:00
7/19/2019,1:15:00 AM,0,1.9407,6.296,7/19/19 01:15:00
7/19/2019,1:30:00 AM,0,1.9587,6.252,7/19/19 01:30:00
7/19/2019,1:45:00 AM,0,1.9727,6.198,7/19/19 01:45:00
7/19/2019,2:00:00 AM,0,1.9356,6.144,7/19/19 02:00:00
7/19/2019,2:15:00 AM,0,1.943,6.099,7/19/19 02:15:00
7/19/2019,2:30:00 AM,0,1.9553,6.055,7/19/19 02:30:00
7/19/2019,2:45:00 AM,0,1.9508,6.016,7/19/19 02:45:00
7/19/2019,3:00:00 AM,0,1.9627,5.979,7/19/19 03:00:00
7/19/2019,3:15:00 AM,0,1.9321,5.955,7/19/19 03:15:00
7/19/2019,3:30:00 AM,0,1.9661,5.905,7/19/19 03:30:00
7/19/2019,3:45:00 AM,0,1.9548,5.865,7/19/19 03:45:00
7/19/2019,4:00:00 AM,0,1.9554,5.813,7/19/19 04:00:00
7/19/2019,4:15:00 AM,0,1.9333,5.751,7/19/19 04:15:00
7/19/2019,4:30:00 AM,0,1.9555,5.641,7/19/19 04:30:00
7/19/2019,4:45:00 AM,0,1.9437,5.439,7/19/19 04:45:00
7/19/2019,5:00:00 AM,0,1.9362,5.251,7/19/19 05:00:00
7/19/2019,5:15:00 AM,0,1.9477,5.102,7/19/19 05:15:00
7/19/2019,5:30:00 AM,0,1.9511,5.013,7/19/19 05:30:00
7/19/2019,5:45:00 AM,0,1.9302,4.871,7/19/19 05:45:00
7/19/2019,6:00:00 AM,0,1.9254,4.792,7/19/19 06:00:00
7/19/2019,6:15:00 AM,0,1.9387,4.759,7/19/19 06:15:00
7/19/2019,6:30:00 AM,0,1.9383,4.764,7/19/19 06:30:00
7/19/2019,6:45:00 AM,0,1.9294,4.768,7/19/19 06:45:00
7/19/2019,7:00:00 AM,0,1.9416,4.775,7/19/19 07:00:00
7/19/2019,7:15:00 AM,0,1.9192,4.795,7/19/19 07:15:00
7/19/2019,7:30:00 AM,0,1.9531,4.817,7/19/19 07:30:00
7/19/2019,7:45:00 AM,0,1.9219,4.849,7/19/19 07:45:00
7/19/2019,8:00:00 AM,0,1.9632,4.888,7/19/19 08:00:00
7/19/2019,8:15:00 AM,0,1.937,4.947,7/19/19 08:15:00
7/19/2019,8:30:00 AM,0,1.9596,5.01,7/19/19 08:30:00
7/19/2019,8:45:00 AM,0,1.9768,5.068,7/19/19 08:45:00
7/19/2019,9:00:00 AM,0,1.9303,5.142,7/19/19 09:00:00
7/19/2019,9:15:00 AM,0,1.9675,5.258,7/19/19 09:15:00
7/19/2019,9:30:00 AM,0,1.9505,5.501,7/19/19 09:30:00
7/19/2019,9:45:00 AM,0,1.9463,5.731,7/19/19 09:45:00
7/19/2019,10:00:00 AM,0,1.9915,6.046,7/19/19 10:00:00
7/19/2019,10:15:00 AM,0,2.0019,6.205,7/19/19 10:15:00
7/19/2019,10:30:00 AM,0,1.9955,6.402,7/19/19 10:30:00
7/19/2019,10:45:00 AM,0,2.0092,6.487,7/19/19 10:45:00
7/19/2019,11:00:00 AM,0,1.9954,6.604,7/19/19 11:00:00
7/19/2019,11:15:00 AM,0,1.982,6.819,7/19/19 11:15:00
7/19/2019,11:30:00 AM,0,2.0345,7.068,7/19/19 11:30:00
7/19/2019,11:45:00 AM,0,2.0307,7.198,7/19/19 11:45:00
7/19/2019,12:00:00 PM,0,2.0732,7.185,7/19/19 12:00:00
7/19/2019,12:15:00 PM,0,2.1183,7.532,7/19/19 12:15:00
7/19/2019,12:30:00 PM,0,2.0747,8.012,7/19/19 12:30:00
7/19/2019,12:45:00 PM,0,2.1101,8.189,7/19/19 12:45:00
7/19/2019,1:00:00 PM,0,2.0545,8.429,7/19/19 13:00:00
7/19/2019,1:15:00 PM,0,2.1125,8.69,7/19/19 13:15:00
7/19/2019,1:30:00 PM,0,2.118,8.929,7/19/19 13:30:00
7/19/2019,1:45:00 PM,0,2.0829,9.097,7/19/19 13:45:00
7/19/2019,2:00:00 PM,0,2.0407,9.105,7/19/19 14:00:00
7/19/2019,2:15:00 PM,0,1.8149,9.594,7/19/19 14:15:00
7/19/2019,2:30:00 PM,0,1.8523,9.522,7/19/19 14:30:00
7/19/2019,2:45:00 PM,0,1.8432,9.515,7/19/19 14:45:00
7/19/2019,3:00:00 PM,0,1.8443,9.397,7/19/19 15:00:00
7/19/2019,3:15:00 PM,0,1.8635,9.208,7/19/19 15:15:00
7/19/2019,3:30:00 PM,0,1.8677,9.074,7/19/19 15:30:00
7/19/2019,3:45:00 PM,0,1.8401,9.013,7/19/19 15:45:00
7/19/2019,4:00:00 PM,0,1.8519,8.903,7/19/19 16:00:00
7/19/2019,4:15:00 PM,0,1.8395,8.758,7/19/19 16:15:00
7/19/2019,4:30:00 PM,0,1.754,8.593,7/19/19 16:30:00
7/19/2019,4:45:00 PM,0,1.7118,8.545,7/19/19 16:45:00
7/19/2019,5:00:00 PM,0,1.7312,8.388,7/19/19 17:00:00
7/19/2019,5:15:00 PM,0,1.7507,8.25,7/19/19 17:15:00
7/19/2019,5:30:00 PM,0,1.7484,8.097,7/19/19 17:30:00
7/19/2019,5:45:00 PM,0,1.7365,7.95,7/19/19 17:45:00
7/19/2019,6:00:00 PM,0,1.7135,7.813,7/19/19 18:00:00
7/19/2019,6:15:00 PM,0,1.7332,7.68,7/19/19 18:15:00
7/19/2019,6:30:00 PM,0,1.7262,7.525,7/19/19 18:30:00
7/19/2019,6:45:00 PM,0,1.7442,7.384,7/19/19 18:45:00
7/19/2019,7:00:00 PM,0,1.7262,7.261,7/19/19 19:00:00
7/19/2019,7:15:00 PM,0,1.7114,7.166,7/19/19 19:15:00
7/19/2019,7:30:00 PM,0,1.735,7.072,7/19/19 19:30:00
7/19/2019,7:45:00 PM,0,1.7187,6.974,7/19/19 19:45:00
7/19/2019,8:00:00 PM,0,1.7168,6.893,7/19/19 20:00:00
7/19/2019,8:15:00 PM,0,1.7231,6.81,7/19/19 20:15:00
7/19/2019,8:30:00 PM,0,1.7285,6.739,7/19/19 20:30:00
7/19/2019,8:45:00 PM,0,1.7202,6.657,7/19/19 20:45:00
7/19/2019,9:00:00 PM,0,1.7196,6.597,7/19/19 21:00:00
7/19/2019,9:15:00 PM,0,1.7254,6.541,7/19/19 21:15:00
7/19/2019,9:30:00 PM,0,1.7173,6.498,7/19/19 21:30:00
7/19/2019,9:45:00 PM,0,1.7174,6.457,7/19/19 21:45:00
7/19/2019,10:00:00 PM,0,1.7268,6.426,7/19/19 22:00:00
7/19/2019,10:15:00 PM,0,1.7403,6.39,7/19/19 22:15:00
7/19/2019,10:30:00 PM,0,1.7325,6.342,7/19/19 22:30:00
7/19/2019,10:45:00 PM,0,1.7081,6.295,7/19/19 22:45:00
7/19/2019,11:00:00 PM,0,1.7349,6.25,7/19/19 23:00:00
7/19/2019,11:15:00 PM,0,1.75,6.203,7/19/19 23:15:00
