Date,Time,ms,LEVEL (Kpa),TEMPERATURE ©,Combine
7/16/2019,5:15:00 AM,0,2.1588,3.063,7/16/19 05:15:00
7/16/2019,5:30:00 AM,0,2.1516,3.051,7/16/19 05:30:00
7/16/2019,5:45:00 AM,0,2.1242,3.021,7/16/19 05:45:00
7/16/2019,6:00:00 AM,0,2.1162,3.006,7/16/19 06:00:00
7/16/2019,6:15:00 AM,0,2.1122,3.01,7/16/19 06:15:00
7/16/2019,6:30:00 AM,0,2.1016,3.016,7/16/19 06:30:00
7/16/2019,6:45:00 AM,0,2.0866,3.037,7/16/19 06:45:00
7/16/2019,7:00:00 AM,0,2.0913,3.059,7/16/19 07:00:00
7/16/2019,7:15:00 AM,0,2.0937,3.085,7/16/19 07:15:00
7/16/2019,7:30:00 AM,0,2.0749,3.121,7/16/19 07:30:00
7/16/2019,7:45:00 AM,0,2.0735,3.153,7/16/19 07:45:00
7/16/2019,8:00:00 AM,0,2.0605,3.179,7/16/19 08:00:00
7/16/2019,8:15:00 AM,0,2.0654,3.214,7/16/19 08:15:00
7/16/2019,8:30:00 AM,0,2.0739,3.282,7/16/19 08:30:00
7/16/2019,8:45:00 AM,0,2.0746,3.39,7/16/19 08:45:00
7/16/2019,9:00:00 AM,0,2.0844,3.594,7/16/19 09:00:00
7/16/2019,9:15:00 AM,0,2.1297,3.927,7/16/19 09:15:00
7/16/2019,9:30:00 AM,0,2.1573,4.194,7/16/19 09:30:00
7/16/2019,9:45:00 AM,0,2.1586,4.357,7/16/19 09:45:00
7/16/2019,10:00:00 AM,0,2.1568,4.433,7/16/19 10:00:00
7/16/2019,10:15:00 AM,0,2.1626,4.538,7/16/19 10:15:00
7/16/2019,10:30:00 AM,0,2.1619,4.568,7/16/19 10:30:00
7/16/2019,10:45:00 AM,0,2.1527,4.627,7/16/19 10:45:00
7/16/2019,11:00:00 AM,0,2.168,4.706,7/16/19 11:00:00
7/16/2019,11:15:00 AM,0,2.1674,4.892,7/16/19 11:15:00
7/16/2019,11:30:00 AM,0,2.1675,5.258,7/16/19 11:30:00
7/16/2019,11:45:00 AM,0,2.1726,5.776,7/16/19 11:45:00
7/16/2019,12:00:00 PM,0,2.1752,5.923,7/16/19 12:00:00
7/16/2019,12:15:00 PM,0,2.1601,5.844,7/16/19 12:15:00
7/16/2019,12:30:00 PM,0,2.1542,5.836,7/16/19 12:30:00
7/16/2019,12:45:00 PM,0,2.1494,5.853,7/16/19 12:45:00
7/16/2019,1:00:00 PM,0,1.9955,8.074,7/16/19 13:00:00
7/16/2019,1:15:00 PM,0,0.348,6.268,7/16/19 13:15:00
7/16/2019,1:30:00 PM,0,0.4863,6.495,7/16/19 13:30:00
7/16/2019,1:45:00 PM,0,0.5006,6.694,7/16/19 13:45:00
7/16/2019,2:00:00 PM,0,0.4978,6.861,7/16/19 14:00:00
7/16/2019,2:15:00 PM,0,0.5012,6.88,7/16/19 14:15:00
7/16/2019,2:30:00 PM,0,0.5088,6.925,7/16/19 14:30:00
7/16/2019,2:45:00 PM,0,0.5211,7.056,7/16/19 14:45:00
7/16/2019,3:00:00 PM,0,0.5313,7.324,7/16/19 15:00:00
7/16/2019,3:15:00 PM,0,0.5506,7.619,7/16/19 15:15:00
7/16/2019,3:30:00 PM,0,0.5464,7.865,7/16/19 15:30:00
7/16/2019,3:45:00 PM,0,0.5731,8.109,7/16/19 15:45:00
7/16/2019,4:00:00 PM,0,0.5449,8.245,7/16/19 16:00:00
7/16/2019,4:15:00 PM,0,0.5586,8.345,7/16/19 16:15:00
7/16/2019,4:30:00 PM,0,0.5561,8.361,7/16/19 16:30:00
7/16/2019,4:45:00 PM,0,0.5341,8.246,7/16/19 16:45:00
7/16/2019,5:00:00 PM,0,0.5161,8.148,7/16/19 17:00:00
7/16/2019,5:15:00 PM,0,0.4874,7.972,7/16/19 17:15:00
7/16/2019,5:30:00 PM,0,0.4531,7.776,7/16/19 17:30:00
7/16/2019,5:45:00 PM,0,0.4473,7.651,7/16/19 17:45:00
7/16/2019,6:00:00 PM,0,0.4162,7.491,7/16/19 18:00:00
7/16/2019,6:15:00 PM,0,0.3948,7.323,7/16/19 18:15:00
7/16/2019,6:30:00 PM,0,0.3844,7.146,7/16/19 18:30:00
7/16/2019,6:45:00 PM,0,0.3898,6.995,7/16/19 18:45:00
7/16/2019,7:00:00 PM,0,0.3747,6.869,7/16/19 19:00:00
7/16/2019,7:15:00 PM,0,0.3618,6.756,7/16/19 19:15:00
7/16/2019,7:30:00 PM,0,0.3644,6.655,7/16/19 19:30:00
7/16/2019,7:45:00 PM,0,0.3622,6.563,7/16/19 19:45:00
7/16/2019,8:00:00 PM,0,0.3533,6.482,7/16/19 20:00:00
7/16/2019,8:15:00 PM,0,0.5036,6.414,7/16/19 20:15:00
7/16/2019,8:30:00 PM,0,0.5205,6.345,7/16/19 20:30:00
7/16/2019,8:45:00 PM,0,0.5265,6.268,7/16/19 20:45:00
7/16/2019,9:00:00 PM,0,0.5244,6.167,7/16/19 21:00:00
7/16/2019,9:15:00 PM,0,0.5197,6.101,7/16/19 21:15:00
7/16/2019,9:30:00 PM,0,0.5214,6.03,7/16/19 21:30:00
7/16/2019,9:45:00 PM,0,0.5049,5.965,7/16/19 21:45:00
7/16/2019,10:00:00 PM,0,0.5109,5.888,7/16/19 22:00:00
7/16/2019,10:15:00 PM,0,0.512,5.841,7/16/19 22:15:00
7/16/2019,10:30:00 PM,0,0.5119,5.791,7/16/19 22:30:00
7/16/2019,10:45:00 PM,0,0.5166,5.754,7/16/19 22:45:00
7/16/2019,11:00:00 PM,0,0.5157,5.719,7/16/19 23:00:00
7/16/2019,11:15:00 PM,0,0.5046,5.657,7/16/19 23:15:00
7/16/2019,11:30:00 PM,0,0.502,5.607,7/16/19 23:30:00
7/16/2019,11:45:00 PM,0,0.4946,5.549,7/16/19 23:45:00
7/17/2019,12:00:00 AM,0,0.492,5.499,7/17/19 00:00:00
7/17/2019,12:15:00 AM,0,0.5019,5.445,7/17/19 00:15:00
7/17/2019,12:30:00 AM,0,0.5035,5.401,7/17/19 00:30:00
7/17/2019,12:45:00 AM,0,0.516,5.371,7/17/19 00:45:00
7/17/2019,1:00:00 AM,0,0.5184,5.345,7/17/19 01:00:00
7/17/2019,1:15:00 AM,0,0.5203,5.322,7/17/19 01:15:00
7/17/2019,1:30:00 AM,0,0.5207,5.29,7/17/19 01:30:00
7/17/2019,1:45:00 AM,0,0.5093,5.248,7/17/19 01:45:00
7/17/2019,2:00:00 AM,0,0.5187,5.22,7/17/19 02:00:00
7/17/2019,2:15:00 AM,0,0.5125,5.185,7/17/19 02:15:00
7/17/2019,2:30:00 AM,0,0.5154,5.137,7/17/19 02:30:00
7/17/2019,2:45:00 AM,0,0.5098,5.098,7/17/19 02:45:00
7/17/2019,3:00:00 AM,0,0.5074,5.065,7/17/19 03:00:00
7/17/2019,3:15:00 AM,0,0.4998,5.036,7/17/19 03:15:00
7/17/2019,3:30:00 AM,0,0.51,5.008,7/17/19 03:30:00
7/17/2019,3:45:00 AM,0,0.5077,4.975,7/17/19 03:45:00
7/17/2019,4:00:00 AM,0,0.4973,4.939,7/17/19 04:00:00
7/17/2019,4:15:00 AM,0,0.4941,4.908,7/17/19 04:15:00
7/17/2019,4:30:00 AM,0,0.491,4.883,7/17/19 04:30:00
7/17/2019,4:45:00 AM,0,0.4887,4.85,7/17/19 04:45:00
7/17/2019,5:00:00 AM,0,0.4732,4.816,7/17/19 05:00:00
7/17/2019,5:15:00 AM,0,0.4725,4.785,7/17/19 05:15:00
7/17/2019,5:30:00 AM,0,0.4705,4.729,7/17/19 05:30:00
7/17/2019,5:45:00 AM,0,0.4641,4.681,7/17/19 05:45:00
7/17/2019,6:00:00 AM,0,0.4552,4.659,7/17/19 06:00:00
7/17/2019,6:15:00 AM,0,0.4572,4.641,7/17/19 06:15:00
7/17/2019,6:30:00 AM,0,0.4508,4.624,7/17/19 06:30:00
7/17/2019,6:45:00 AM,0,0.4423,4.63,7/17/19 06:45:00
7/17/2019,7:00:00 AM,0,0.4404,4.636,7/17/19 07:00:00
7/17/2019,7:15:00 AM,0,0.4421,4.651,7/17/19 07:15:00
7/17/2019,7:30:00 AM,0,0.4424,4.703,7/17/19 07:30:00
7/17/2019,7:45:00 AM,0,0.4519,4.771,7/17/19 07:45:00
7/17/2019,8:00:00 AM,0,0.4556,4.825,7/17/19 08:00:00
7/17/2019,8:15:00 AM,0,0.4505,4.873,7/17/19 08:15:00
7/17/2019,8:30:00 AM,0,0.4552,4.956,7/17/19 08:30:00
7/17/2019,8:45:00 AM,0,0.4617,5.016,7/17/19 08:45:00
7/17/2019,9:00:00 AM,0,0.4582,5.04,7/17/19 09:00:00
7/17/2019,9:15:00 AM,0,0.4714,5.108,7/17/19 09:15:00
7/17/2019,9:30:00 AM,0,0.4789,5.189,7/17/19 09:30:00
7/17/2019,9:45:00 AM,0,0.5049,5.368,7/17/19 09:45:00
7/17/2019,10:00:00 AM,0,0.5248,5.571,7/17/19 10:00:00
7/17/2019,10:15:00 AM,0,0.5445,5.713,7/17/19 10:15:00
7/17/2019,10:30:00 AM,0,0.557,5.843,7/17/19 10:30:00
7/17/2019,10:45:00 AM,0,0.5631,5.936,7/17/19 10:45:00
7/17/2019,11:00:00 AM,0,0.5591,6.142,7/17/19 11:00:00
7/17/2019,11:15:00 AM,0,0.5627,6.297,7/17/19 11:15:00
7/17/2019,11:30:00 AM,0,0.5658,6.692,7/17/19 11:30:00
7/17/2019,11:45:00 AM,0,0.5681,7.038,7/17/19 11:45:00
7/17/2019,12:00:00 PM,0,0.5487,7.399,7/17/19 12:00:00
7/17/2019,12:15:00 PM,0,0.5515,7.563,7/17/19 12:15:00
7/17/2019,12:30:00 PM,0,0.5448,7.564,7/17/19 12:30:00
7/17/2019,12:45:00 PM,0,0.5637,7.725,7/17/19 12:45:00
7/17/2019,1:00:00 PM,0,0.5654,7.871,7/17/19 13:00:00
7/17/2019,1:15:00 PM,0,1.7158,8.221,7/17/19 13:15:00
7/17/2019,1:30:00 PM,0,1.7453,8.18,7/17/19 13:30:00
7/17/2019,1:45:00 PM,0,1.7685,8.244,7/17/19 13:45:00
7/17/2019,2:00:00 PM,0,1.7975,8.378,7/17/19 14:00:00
7/17/2019,2:15:00 PM,0,1.8197,8.47,7/17/19 14:15:00
7/17/2019,2:30:00 PM,0,1.8501,8.722,7/17/19 14:30:00
7/17/2019,2:45:00 PM,0,1.8433,8.801,7/17/19 14:45:00
7/17/2019,3:00:00 PM,0,1.8354,8.727,7/17/19 15:00:00
7/17/2019,3:15:00 PM,0,1.8389,8.927,7/17/19 15:15:00
7/17/2019,3:30:00 PM,0,1.8495,9.183,7/17/19 15:30:00
7/17/2019,3:45:00 PM,0,1.8501,9.286,7/17/19 15:45:00
7/17/2019,4:00:00 PM,0,1.8376,9.281,7/17/19 16:00:00
7/17/2019,4:15:00 PM,0,1.8264,9.165,7/17/19 16:15:00
7/17/2019,4:30:00 PM,0,1.8201,9.07,7/17/19 16:30:00
7/17/2019,4:45:00 PM,0,1.8035,8.958,7/17/19 16:45:00
7/17/2019,5:00:00 PM,0,1.7872,8.837,7/17/19 17:00:00
7/17/2019,5:15:00 PM,0,1.775,8.695,7/17/19 17:15:00
7/17/2019,5:30:00 PM,0,1.7537,8.587,7/17/19 17:30:00
7/17/2019,5:45:00 PM,0,1.7291,8.468,7/17/19 17:45:00
7/17/2019,6:00:00 PM,0,1.713,8.322,7/17/19 18:00:00
7/17/2019,6:15:00 PM,0,1.6969,8.154,7/17/19 18:15:00
7/17/2019,6:30:00 PM,0,1.6832,7.964,7/17/19 18:30:00
7/17/2019,6:45:00 PM,0,1.6726,7.815,7/17/19 18:45:00
7/17/2019,7:00:00 PM,0,1.6487,7.68,7/17/19 19:00:00
7/17/2019,7:15:00 PM,0,1.6336,7.536,7/17/19 19:15:00
7/17/2019,7:30:00 PM,0,1.6255,7.389,7/17/19 19:30:00
7/17/2019,7:45:00 PM,0,1.6237,7.274,7/17/19 19:45:00
7/17/2019,8:00:00 PM,0,1.6184,7.166,7/17/19 20:00:00
7/17/2019,8:15:00 PM,0,1.6036,7.06,7/17/19 20:15:00
7/17/2019,8:30:00 PM,0,1.611,6.954,7/17/19 20:30:00
7/17/2019,8:45:00 PM,0,1.6092,6.853,7/17/19 20:45:00
7/17/2019,9:00:00 PM,0,1.6046,6.758,7/17/19 21:00:00
7/17/2019,9:15:00 PM,0,1.6043,6.66,7/17/19 21:15:00
7/17/2019,9:30:00 PM,0,1.5978,6.586,7/17/19 21:30:00
7/17/2019,9:45:00 PM,0,1.5955,6.497,7/17/19 21:45:00
7/17/2019,10:00:00 PM,0,1.6036,6.428,7/17/19 22:00:00
7/17/2019,10:15:00 PM,0,1.5931,6.355,7/17/19 22:15:00
7/17/2019,10:30:00 PM,0,1.5994,6.282,7/17/19 22:30:00
7/17/2019,10:45:00 PM,0,1.599,6.221,7/17/19 22:45:00
7/17/2019,11:00:00 PM,0,1.6033,6.155,7/17/19 23:00:00
7/17/2019,11:15:00 PM,0,1.6139,6.088,7/17/19 23:15:00
7/17/2019,11:30:00 PM,0,1.614,6.032,7/17/19 23:30:00
7/17/2019,11:45:00 PM,0,1.6125,5.968,7/17/19 23:45:00
7/18/2019,12:00:00 AM,0,1.6069,5.906,7/18/19 00:00:00
7/18/2019,12:15:00 AM,0,1.6163,5.844,7/18/19 00:15:00
7/18/2019,12:30:00 AM,0,1.6137,5.776,7/18/19 00:30:00
7/18/2019,12:45:00 AM,0,1.609,5.715,7/18/19 00:45:00
7/18/2019,1:00:00 AM,0,1.6056,5.652,7/18/19 01:00:00
7/18/2019,1:15:00 AM,0,1.6081,5.599,7/18/19 01:15:00
7/18/2019,1:30:00 AM,0,1.6095,5.538,7/18/19 01:30:00
7/18/2019,1:45:00 AM,0,1.6067,5.487,7/18/19 01:45:00
7/18/2019,2:00:00 AM,0,1.6022,5.436,7/18/19 02:00:00
7/18/2019,2:15:00 AM,0,1.605,5.383,7/18/19 02:15:00
7/18/2019,2:30:00 AM,0,1.6009,5.334,7/18/19 02:30:00
7/18/2019,2:45:00 AM,0,1.609,5.306,7/18/19 02:45:00
7/18/2019,3:00:00 AM,0,1.6135,5.261,7/18/19 03:00:00
7/18/2019,3:15:00 AM,0,1.6099,5.238,7/18/19 03:15:00
7/18/2019,3:30:00 AM,0,1.6002,5.198,7/18/19 03:30:00
7/18/2019,3:45:00 AM,0,1.5922,5.171,7/18/19 03:45:00
7/18/2019,4:00:00 AM,0,1.588,5.146,7/18/19 04:00:00
7/18/2019,4:15:00 AM,0,1.5846,5.117,7/18/19 04:15:00
7/18/2019,4:30:00 AM,0,1.5662,5.086,7/18/19 04:30:00
7/18/2019,4:45:00 AM,0,1.5585,5.051,7/18/19 04:45:00
7/18/2019,5:00:00 AM,0,1.5697,5.039,7/18/19 05:00:00
7/18/2019,5:15:00 AM,0,1.5654,5.018,7/18/19 05:15:00
7/18/2019,5:30:00 AM,0,1.5568,4.999,7/18/19 05:30:00
7/18/2019,5:45:00 AM,0,1.5583,4.973,7/18/19 05:45:00
7/18/2019,6:00:00 AM,0,1.5492,4.947,7/18/19 06:00:00
7/18/2019,6:15:00 AM,0,1.5531,4.929,7/18/19 06:15:00
7/18/2019,6:30:00 AM,0,1.5509,4.915,7/18/19 06:30:00
7/18/2019,6:45:00 AM,0,1.5609,4.91,7/18/19 06:45:00
7/18/2019,7:00:00 AM,0,1.5522,4.899,7/18/19 07:00:00
7/18/2019,7:15:00 AM,0,1.5537,4.913,7/18/19 07:15:00
7/18/2019,7:30:00 AM,0,1.5522,4.916,7/18/19 07:30:00
7/18/2019,7:45:00 AM,0,1.5537,4.908,7/18/19 07:45:00
7/18/2019,8:00:00 AM,0,1.5561,4.916,7/18/19 08:00:00
7/18/2019,8:15:00 AM,0,1.5603,4.952,7/18/19 08:15:00
7/18/2019,8:30:00 AM,0,1.5742,4.994,7/18/19 08:30:00
7/18/2019,8:45:00 AM,0,1.5771,5.084,7/18/19 08:45:00
7/18/2019,9:00:00 AM,0,1.6188,5.297,7/18/19 09:00:00
7/18/2019,9:15:00 AM,0,1.6344,5.5,7/18/19 09:15:00
7/18/2019,9:30:00 AM,0,1.6751,5.687,7/18/19 09:30:00
7/18/2019,9:45:00 AM,0,1.7037,5.968,7/18/19 09:45:00
7/18/2019,10:00:00 AM,0,1.7085,6.181,7/18/19 10:00:00
7/18/2019,10:15:00 AM,0,1.7046,6.508,7/18/19 10:15:00
7/18/2019,10:30:00 AM,0,1.7226,6.746,7/18/19 10:30:00
7/18/2019,10:45:00 AM,0,1.7347,7.034,7/18/19 10:45:00
7/18/2019,11:00:00 AM,0,1.7214,7.38,7/18/19 11:00:00
7/18/2019,11:15:00 AM,0,1.7403,7.734,7/18/19 11:15:00
7/18/2019,11:30:00 AM,0,1.7632,8.016,7/18/19 11:30:00
7/18/2019,11:45:00 AM,0,1.7482,8.251,7/18/19 11:45:00
7/18/2019,12:00:00 PM,0,1.7549,8.334,7/18/19 12:00:00
7/18/2019,12:15:00 PM,0,1.7845,8.64,7/18/19 12:15:00
7/18/2019,12:30:00 PM,0,1.7666,9.099,7/18/19 12:30:00
7/18/2019,12:45:00 PM,0,1.7919,9.459,7/18/19 12:45:00
7/18/2019,1:00:00 PM,0,1.8064,9.687,7/18/19 13:00:00
7/18/2019,1:15:00 PM,0,1.759,9.725,7/18/19 13:15:00
7/18/2019,1:30:00 PM,0,1.7647,9.778,7/18/19 13:30:00
7/18/2019,1:45:00 PM,0,1.7963,10.089,7/18/19 13:45:00
7/18/2019,2:00:00 PM,0,1.7971,10.099,7/18/19 14:00:00
7/18/2019,2:15:00 PM,0,1.794,10.016,7/18/19 14:15:00
7/18/2019,2:30:00 PM,0,1.7235,10.145,7/18/19 14:30:00
7/18/2019,2:45:00 PM,0,1.7293,10.068,7/18/19 14:45:00
7/18/2019,3:00:00 PM,0,1.748,10.181,7/18/19 15:00:00
7/18/2019,3:15:00 PM,0,1.7679,10.261,7/18/19 15:15:00
7/18/2019,3:30:00 PM,0,1.7661,10.281,7/18/19 15:30:00
7/18/2019,3:45:00 PM,0,1.7796,10.314,7/18/19 15:45:00
7/18/2019,4:00:00 PM,0,1.7751,10.333,7/18/19 16:00:00
7/18/2019,4:15:00 PM,0,1.7397,10.236,7/18/19 16:15:00
7/18/2019,4:30:00 PM,0,1.7475,10.181,7/18/19 16:30:00
7/18/2019,4:45:00 PM,0,1.7606,10.124,7/18/19 16:45:00
7/18/2019,5:00:00 PM,0,1.7328,9.888,7/18/19 17:00:00
7/18/2019,5:15:00 PM,0,1.7219,9.645,7/18/19 17:15:00
7/18/2019,5:30:00 PM,0,1.7116,9.441,7/18/19 17:30:00
7/18/2019,5:45:00 PM,0,1.706,9.262,7/18/19 17:45:00
7/18/2019,6:00:00 PM,0,1.7009,9.053,7/18/19 18:00:00
7/18/2019,6:15:00 PM,0,1.6924,8.849,7/18/19 18:15:00
7/18/2019,6:30:00 PM,0,1.6811,8.664,7/18/19 18:30:00
7/18/2019,6:45:00 PM,0,1.6789,8.476,7/18/19 18:45:00
7/18/2019,7:00:00 PM,0,1.6764,8.332,7/18/19 19:00:00
7/18/2019,7:15:00 PM,0,1.6665,8.183,7/18/19 19:15:00
7/18/2019,7:30:00 PM,0,1.6701,8.056,7/18/19 19:30:00
7/18/2019,7:45:00 PM,0,1.6588,7.949,7/18/19 19:45:00
7/18/2019,8:00:00 PM,0,1.6554,7.834,7/18/19 20:00:00
7/18/2019,8:15:00 PM,0,1.6563,7.749,7/18/19 20:15:00
7/18/2019,8:30:00 PM,0,1.6516,7.649,7/18/19 20:30:00
7/18/2019,8:45:00 PM,0,1.6448,7.565,7/18/19 20:45:00
7/18/2019,9:00:00 PM,0,1.6394,7.475,7/18/19 21:00:00
7/18/2019,9:15:00 PM,0,1.6387,7.376,7/18/19 21:15:00
7/18/2019,9:30:00 PM,0,1.6324,7.276,7/18/19 21:30:00
7/18/2019,9:45:00 PM,0,1.6294,7.196,7/18/19 21:45:00
7/18/2019,10:00:00 PM,0,1.6323,7.099,7/18/19 22:00:00
7/18/2019,10:15:00 PM,0,1.6319,7.008,7/18/19 22:15:00
7/18/2019,10:30:00 PM,0,1.6292,6.916,7/18/19 22:30:00
7/18/2019,10:45:00 PM,0,1.6178,6.816,7/18/19 22:45:00
7/18/2019,11:00:00 PM,0,1.6275,6.737,7/18/19 23:00:00
7/18/2019,11:15:00 PM,0,1.6131,6.654,7/18/19 23:15:00
7/18/2019,11:30:00 PM,0,1.6137,6.576,7/18/19 23:30:00
7/18/2019,11:45:00 PM,0,1.6107,6.486,7/18/19 23:45:00
7/19/2019,12:00:00 AM,0,1.6112,6.42,7/19/19 00:00:00
7/19/2019,12:15:00 AM,0,1.6149,6.369,7/19/19 00:15:00
7/19/2019,12:30:00 AM,0,1.6006,6.327,7/19/19 00:30:00
7/19/2019,12:45:00 AM,0,1.6039,6.301,7/19/19 00:45:00
7/19/2019,1:00:00 AM,0,1.6125,6.24,7/19/19 01:00:00
7/19/2019,1:15:00 AM,0,1.6106,6.183,7/19/19 01:15:00
7/19/2019,1:30:00 AM,0,1.6045,6.133,7/19/19 01:30:00
7/19/2019,1:45:00 AM,0,1.6121,6.084,7/19/19 01:45:00
7/19/2019,2:00:00 AM,0,1.6045,6.029,7/19/19 02:00:00
7/19/2019,2:15:00 AM,0,1.6089,5.981,7/19/19 02:15:00
7/19/2019,2:30:00 AM,0,1.6067,5.945,7/19/19 02:30:00
7/19/2019,2:45:00 AM,0,1.6005,5.903,7/19/19 02:45:00
7/19/2019,3:00:00 AM,0,1.6017,5.875,7/19/19 03:00:00
7/19/2019,3:15:00 AM,0,1.5979,5.838,7/19/19 03:15:00
7/19/2019,3:30:00 AM,0,1.5991,5.796,7/19/19 03:30:00
7/19/2019,3:45:00 AM,0,1.5906,5.745,7/19/19 03:45:00
7/19/2019,4:00:00 AM,0,1.5892,5.691,7/19/19 04:00:00
7/19/2019,4:15:00 AM,0,1.5748,5.609,7/19/19 04:15:00
7/19/2019,4:30:00 AM,0,1.5646,5.45,7/19/19 04:30:00
7/19/2019,4:45:00 AM,0,1.5642,5.245,7/19/19 04:45:00
7/19/2019,5:00:00 AM,0,1.5547,5.077,7/19/19 05:00:00
7/19/2019,5:15:00 AM,0,1.5547,4.959,7/19/19 05:15:00
7/19/2019,5:30:00 AM,0,1.5539,4.857,7/19/19 05:30:00
7/19/2019,5:45:00 AM,0,1.5492,4.719,7/19/19 05:45:00
7/19/2019,6:00:00 AM,0,1.5429,4.662,7/19/19 06:00:00
7/19/2019,6:15:00 AM,0,1.5489,4.659,7/19/19 06:15:00
7/19/2019,6:30:00 AM,0,1.5486,4.66,7/19/19 06:30:00
7/19/2019,6:45:00 AM,0,1.5507,4.668,7/19/19 06:45:00
7/19/2019,7:00:00 AM,0,1.5454,4.681,7/19/19 07:00:00
7/19/2019,7:15:00 AM,0,1.5569,4.705,7/19/19 07:15:00
7/19/2019,7:30:00 AM,0,1.5504,4.733,7/19/19 07:30:00
7/19/2019,7:45:00 AM,0,1.551,4.764,7/19/19 07:45:00
7/19/2019,8:00:00 AM,0,1.5607,4.814,7/19/19 08:00:00
7/19/2019,8:15:00 AM,0,1.5578,4.879,7/19/19 08:15:00
7/19/2019,8:30:00 AM,0,1.5625,4.935,7/19/19 08:30:00
7/19/2019,8:45:00 AM,0,1.5746,5.009,7/19/19 08:45:00
7/19/2019,9:00:00 AM,0,1.5714,5.081,7/19/19 09:00:00
7/19/2019,9:15:00 AM,0,1.5886,5.302,7/19/19 09:15:00
7/19/2019,9:30:00 AM,0,1.5978,5.502,7/19/19 09:30:00
7/19/2019,9:45:00 AM,0,1.6252,5.83,7/19/19 09:45:00
7/19/2019,10:00:00 AM,0,1.6297,6.03,7/19/19 10:00:00
7/19/2019,10:15:00 AM,0,1.6411,6.213,7/19/19 10:15:00
7/19/2019,10:30:00 AM,0,1.6547,6.365,7/19/19 10:30:00
7/19/2019,10:45:00 AM,0,1.6544,6.464,7/19/19 10:45:00
7/19/2019,11:00:00 AM,0,1.6516,6.588,7/19/19 11:00:00
7/19/2019,11:15:00 AM,0,1.7074,6.915,7/19/19 11:15:00
7/19/2019,11:30:00 AM,0,1.7087,7.075,7/19/19 11:30:00
7/19/2019,11:45:00 AM,0,1.7008,7.118,7/19/19 11:45:00
7/19/2019,12:00:00 PM,0,1.7115,7.167,7/19/19 12:00:00
7/19/2019,12:15:00 PM,0,1.7229,7.757,7/19/19 12:15:00
7/19/2019,12:30:00 PM,0,1.7428,8.071,7/19/19 12:30:00
7/19/2019,12:45:00 PM,0,1.7437,8.237,7/19/19 12:45:00
7/19/2019,1:00:00 PM,0,1.7488,8.52,7/19/19 13:00:00
7/19/2019,1:15:00 PM,0,1.7557,8.723,7/19/19 13:15:00
7/19/2019,1:30:00 PM,0,1.7784,8.995,7/19/19 13:30:00
7/19/2019,1:45:00 PM,0,1.7429,9.028,7/19/19 13:45:00
7/19/2019,2:00:00 PM,0,1.765,9.108,7/19/19 14:00:00
7/19/2019,2:15:00 PM,0,1.782,9.355,7/19/19 14:15:00
7/19/2019,2:30:00 PM,0,1.6988,10.793,7/19/19 14:30:00
7/19/2019,2:45:00 PM,0,1.6464,9.409,7/19/19 14:45:00
7/19/2019,3:00:00 PM,0,1.6262,9.237,7/19/19 15:00:00
7/19/2019,3:15:00 PM,0,1.6332,9.06,7/19/19 15:15:00
7/19/2019,3:30:00 PM,0,1.6369,8.972,7/19/19 15:30:00
7/19/2019,3:45:00 PM,0,1.6363,8.909,7/19/19 15:45:00
7/19/2019,4:00:00 PM,0,1.6254,8.754,7/19/19 16:00:00
7/19/2019,4:15:00 PM,0,1.615,8.621,7/19/19 16:15:00
7/19/2019,4:30:00 PM,0,-0.0434,8.522,7/19/19 16:30:00
7/19/2019,4:45:00 PM,0,1.5534,8.374,7/19/19 16:45:00
7/19/2019,5:00:00 PM,0,1.5536,8.263,7/19/19 17:00:00
7/19/2019,5:15:00 PM,0,1.5531,8.092,7/19/19 17:15:00
7/19/2019,5:30:00 PM,0,1.5634,7.95,7/19/19 17:30:00
7/19/2019,5:45:00 PM,0,1.5489,7.796,7/19/19 17:45:00
7/19/2019,6:00:00 PM,0,1.5403,7.663,7/19/19 18:00:00
7/19/2019,6:15:00 PM,0,1.5436,7.526,7/19/19 18:15:00
7/19/2019,6:30:00 PM,0,1.5322,7.376,7/19/19 18:30:00
7/19/2019,6:45:00 PM,0,1.5374,7.239,7/19/19 18:45:00
7/19/2019,7:00:00 PM,0,1.5312,7.127,7/19/19 19:00:00
7/19/2019,7:15:00 PM,0,1.5272,7.031,7/19/19 19:15:00
7/19/2019,7:30:00 PM,0,1.525,6.939,7/19/19 19:30:00
7/19/2019,7:45:00 PM,0,1.525,6.844,7/19/19 19:45:00
7/19/2019,8:00:00 PM,0,1.5122,6.759,7/19/19 20:00:00
7/19/2019,8:15:00 PM,0,1.5244,6.683,7/19/19 20:15:00
7/19/2019,8:30:00 PM,0,1.5314,6.607,7/19/19 20:30:00
7/19/2019,8:45:00 PM,0,1.5189,6.54,7/19/19 20:45:00
7/19/2019,9:00:00 PM,0,1.5212,6.482,7/19/19 21:00:00
7/19/2019,9:15:00 PM,0,1.5329,6.437,7/19/19 21:15:00
7/19/2019,9:30:00 PM,0,1.5192,6.389,7/19/19 21:30:00
7/19/2019,9:45:00 PM,0,1.5217,6.352,7/19/19 21:45:00
7/19/2019,10:00:00 PM,0,1.5127,6.319,7/19/19 22:00:00
7/19/2019,10:15:00 PM,0,1.523,6.277,7/19/19 22:15:00
7/19/2019,10:30:00 PM,0,1.5219,6.228,7/19/19 22:30:00
