Serial_number: 2020421,,,,
Date,Time,DateTime,LEVEL,TEMPERATURE
7/16/19,1:15:00 PM,07/16/19 13:15:00,64.8272,6.308
7/16/19,1:30:00 PM,07/16/19 13:30:00,64.8055,6.585
7/16/19,1:45:00 PM,07/16/19 13:45:00,62.5243,7.461
7/16/19,2:00:00 PM,07/16/19 14:00:00,64.6413,6.962
7/16/19,2:15:00 PM,07/16/19 14:15:00,64.5806,7.018
7/16/19,2:30:00 PM,07/16/19 14:30:00,64.585,7.042
7/16/19,2:45:00 PM,07/16/19 14:45:00,64.6487,7.089
7/16/19,3:00:00 PM,07/16/19 15:00:00,64.5828,7.405
7/16/19,3:15:00 PM,07/16/19 15:15:00,64.6377,7.67
7/16/19,3:30:00 PM,07/16/19 15:30:00,64.5965,7.928
7/16/19,3:45:00 PM,07/16/19 15:45:00,64.65,8.143
7/16/19,4:00:00 PM,07/16/19 16:00:00,64.5978,8.339
7/16/19,4:15:00 PM,07/16/19 16:15:00,64.5869,8.462
7/16/19,4:30:00 PM,07/16/19 16:30:00,64.6156,8.517
7/16/19,4:45:00 PM,07/16/19 16:45:00,64.6263,8.414
7/16/19,5:00:00 PM,07/16/19 17:00:00,64.582,8.313
7/16/19,5:15:00 PM,07/16/19 17:15:00,64.5954,8.175
7/16/19,5:30:00 PM,07/16/19 17:30:00,64.6061,7.983
7/16/19,5:45:00 PM,07/16/19 17:45:00,64.5619,7.843
7/16/19,6:00:00 PM,07/16/19 18:00:00,64.6062,7.695
7/16/19,6:15:00 PM,07/16/19 18:15:00,64.5349,7.529
7/16/19,6:30:00 PM,07/16/19 18:30:00,64.4947,7.354
7/16/19,6:45:00 PM,07/16/19 18:45:00,64.5863,7.199
7/16/19,7:00:00 PM,07/16/19 19:00:00,64.5475,7.065
7/16/19,7:15:00 PM,07/16/19 19:15:00,64.5969,6.944
7/16/19,7:30:00 PM,07/16/19 19:30:00,64.6166,6.842
7/16/19,7:45:00 PM,07/16/19 19:45:00,64.578,6.745
7/16/19,8:00:00 PM,07/16/19 20:00:00,64.6258,6.666
7/16/19,8:15:00 PM,07/16/19 20:15:00,64.5816,6.583
7/16/19,8:30:00 PM,07/16/19 20:30:00,64.7372,6.503
7/16/19,8:45:00 PM,07/16/19 20:45:00,64.7097,6.426
7/16/19,9:00:00 PM,07/16/19 21:00:00,64.7203,6.323
7/16/19,9:15:00 PM,07/16/19 21:15:00,64.7399,6.251
7/16/19,9:30:00 PM,07/16/19 21:30:00,64.715,6.181
7/16/19,9:45:00 PM,07/16/19 21:45:00,64.718,6.115
7/16/19,10:00:00 PM,07/16/19 22:00:00,64.7115,6.04
7/16/19,10:15:00 PM,07/16/19 22:15:00,64.6861,5.982
7/16/19,10:30:00 PM,07/16/19 22:30:00,64.687,5.935
7/16/19,10:45:00 PM,07/16/19 22:45:00,64.6788,5.894
7/16/19,11:00:00 PM,07/16/19 23:00:00,64.6913,5.855
7/16/19,11:15:00 PM,07/16/19 23:15:00,64.7052,5.804
7/16/19,11:30:00 PM,07/16/19 23:30:00,64.6935,5.748
7/16/19,11:45:00 PM,07/16/19 23:45:00,64.7117,5.697
7/17/19,12:00:00 AM,07/17/19 00:00:00,64.7421,5.647
7/17/19,12:15:00 AM,07/17/19 00:15:00,64.7037,5.592
7/17/19,12:30:00 AM,07/17/19 00:30:00,64.6899,5.546
7/17/19,12:45:00 AM,07/17/19 00:45:00,64.652,5.509
7/17/19,1:00:00 AM,07/17/19 01:00:00,64.6479,5.485
7/17/19,1:15:00 AM,07/17/19 01:15:00,64.6378,5.454
7/17/19,1:30:00 AM,07/17/19 01:30:00,64.6343,5.428
7/17/19,1:45:00 AM,07/17/19 01:45:00,64.6471,5.39
7/17/19,2:00:00 AM,07/17/19 02:00:00,64.6299,5.359
7/17/19,2:15:00 AM,07/17/19 02:15:00,64.5855,5.324
7/17/19,2:30:00 AM,07/17/19 02:30:00,64.6081,5.279
7/17/19,2:45:00 AM,07/17/19 02:45:00,64.6027,5.242
7/17/19,3:00:00 AM,07/17/19 03:00:00,64.5847,5.205
7/17/19,3:15:00 AM,07/17/19 03:15:00,64.5762,5.175
7/17/19,3:30:00 AM,07/17/19 03:30:00,64.5978,5.146
7/17/19,3:45:00 AM,07/17/19 03:45:00,64.5879,5.119
7/17/19,4:00:00 AM,07/17/19 04:00:00,64.5803,5.08
7/17/19,4:15:00 AM,07/17/19 04:15:00,64.5969,5.049
7/17/19,4:30:00 AM,07/17/19 04:30:00,64.5651,5.022
7/17/19,4:45:00 AM,07/17/19 04:45:00,64.5949,4.992
7/17/19,5:00:00 AM,07/17/19 05:00:00,64.6162,4.959
7/17/19,5:15:00 AM,07/17/19 05:15:00,64.6008,4.925
7/17/19,5:30:00 AM,07/17/19 05:30:00,64.6405,4.878
7/17/19,5:45:00 AM,07/17/19 05:45:00,64.597,4.826
7/17/19,6:00:00 AM,07/17/19 06:00:00,64.6408,4.802
7/17/19,6:15:00 AM,07/17/19 06:15:00,64.5858,4.782
7/17/19,6:30:00 AM,07/17/19 06:30:00,64.6728,4.763
7/17/19,6:45:00 AM,07/17/19 06:45:00,64.6022,4.759
7/17/19,7:00:00 AM,07/17/19 07:00:00,64.6302,4.768
7/17/19,7:15:00 AM,07/17/19 07:15:00,64.6487,4.778
7/17/19,7:30:00 AM,07/17/19 07:30:00,64.6514,4.816
7/17/19,7:45:00 AM,07/17/19 07:45:00,64.6789,4.876
7/17/19,8:00:00 AM,07/17/19 08:00:00,64.7132,4.94
7/17/19,8:15:00 AM,07/17/19 08:15:00,64.6964,4.987
7/17/19,8:30:00 AM,07/17/19 08:30:00,64.7269,5.066
7/17/19,8:45:00 AM,07/17/19 08:45:00,64.7419,5.126
7/17/19,9:00:00 AM,07/17/19 09:00:00,64.7345,5.149
7/17/19,9:15:00 AM,07/17/19 09:15:00,64.7775,5.221
7/17/19,9:30:00 AM,07/17/19 09:30:00,64.7884,5.279
7/17/19,9:45:00 AM,07/17/19 09:45:00,64.7872,5.434
7/17/19,10:00:00 AM,07/17/19 10:00:00,64.7988,5.629
7/17/19,10:15:00 AM,07/17/19 10:15:00,64.8087,5.8
7/17/19,10:30:00 AM,07/17/19 10:30:00,64.8113,5.92
7/17/19,10:45:00 AM,07/17/19 10:45:00,64.8157,6.028
7/17/19,11:00:00 AM,07/17/19 11:00:00,64.848,6.199
7/17/19,11:15:00 AM,07/17/19 11:15:00,64.8354,6.343
7/17/19,11:30:00 AM,07/17/19 11:30:00,64.8512,6.661
7/17/19,11:45:00 AM,07/17/19 11:45:00,64.8508,7.093
7/17/19,12:00:00 PM,07/17/19 12:00:00,64.8758,7.443
7/17/19,12:15:00 PM,07/17/19 12:15:00,64.8541,7.646
7/17/19,12:30:00 PM,07/17/19 12:30:00,64.7618,7.689
7/17/19,12:45:00 PM,07/17/19 12:45:00,64.7741,7.773
7/17/19,1:00:00 PM,07/17/19 13:00:00,64.7646,7.944
7/17/19,1:15:00 PM,07/17/19 13:15:00,64.7959,8.094
7/17/19,1:30:00 PM,07/17/19 13:30:00,64.7588,8.239
7/17/19,1:45:00 PM,07/17/19 13:45:00,64.8393,8.305
7/17/19,2:00:00 PM,07/17/19 14:00:00,64.7411,8.43
7/17/19,2:15:00 PM,07/17/19 14:15:00,64.7454,8.518
7/17/19,2:30:00 PM,07/17/19 14:30:00,64.7281,8.709
7/17/19,2:45:00 PM,07/17/19 14:45:00,64.644,8.907
7/17/19,3:00:00 PM,07/17/19 15:00:00,64.6354,8.851
7/17/19,3:15:00 PM,07/17/19 15:15:00,64.6289,8.831
7/17/19,3:30:00 PM,07/17/19 15:30:00,64.6532,9.284
7/17/19,3:45:00 PM,07/17/19 15:45:00,64.6173,9.313
7/17/19,4:00:00 PM,07/17/19 16:00:00,64.6276,9.374
7/17/19,4:15:00 PM,07/17/19 16:15:00,64.6,9.302
7/17/19,4:30:00 PM,07/17/19 16:30:00,64.6029,9.195
7/17/19,4:45:00 PM,07/17/19 16:45:00,64.5733,9.079
7/17/19,5:00:00 PM,07/17/19 17:00:00,64.5921,8.978
7/17/19,5:15:00 PM,07/17/19 17:15:00,64.5671,8.843
7/17/19,5:30:00 PM,07/17/19 17:30:00,64.572,8.71
7/17/19,5:45:00 PM,07/17/19 17:45:00,64.5649,8.6
7/17/19,6:00:00 PM,07/17/19 18:00:00,64.5642,8.471
7/17/19,6:15:00 PM,07/17/19 18:15:00,64.5341,8.32
7/17/19,6:30:00 PM,07/17/19 18:30:00,64.5452,8.133
7/17/19,6:45:00 PM,07/17/19 18:45:00,64.5137,7.966
7/17/19,7:00:00 PM,07/17/19 19:00:00,64.5274,7.826
7/17/19,7:15:00 PM,07/17/19 19:15:00,64.5064,7.692
7/17/19,7:30:00 PM,07/17/19 19:30:00,64.502,7.541
7/17/19,7:45:00 PM,07/17/19 19:45:00,64.5005,7.409
7/17/19,8:00:00 PM,07/17/19 20:00:00,64.5356,7.304
7/17/19,8:15:00 PM,07/17/19 20:15:00,64.5499,7.198
7/17/19,8:30:00 PM,07/17/19 20:30:00,64.5312,7.092
7/17/19,8:45:00 PM,07/17/19 20:45:00,64.5459,6.987
7/17/19,9:00:00 PM,07/17/19 21:00:00,64.5657,6.887
7/17/19,9:15:00 PM,07/17/19 21:15:00,64.5754,6.798
7/17/19,9:30:00 PM,07/17/19 21:30:00,64.5608,6.713
7/17/19,9:45:00 PM,07/17/19 21:45:00,64.5658,6.629
7/17/19,10:00:00 PM,07/17/19 22:00:00,64.5485,6.558
7/17/19,10:15:00 PM,07/17/19 22:15:00,64.5566,6.479
7/17/19,10:30:00 PM,07/17/19 22:30:00,64.5486,6.409
7/17/19,10:45:00 PM,07/17/19 22:45:00,64.574,6.348
7/17/19,11:00:00 PM,07/17/19 23:00:00,64.567,6.279
7/17/19,11:15:00 PM,07/17/19 23:15:00,64.6021,6.21
7/17/19,11:30:00 PM,07/17/19 23:30:00,64.5848,6.157
7/17/19,11:45:00 PM,07/17/19 23:45:00,64.5675,6.093
7/18/19,12:00:00 AM,07/18/19 00:00:00,64.5896,6.036
7/18/19,12:15:00 AM,07/18/19 00:15:00,64.5768,5.97
7/18/19,12:30:00 AM,07/18/19 00:30:00,64.5663,5.901
7/18/19,12:45:00 AM,07/18/19 00:45:00,64.5401,5.835
7/18/19,1:00:00 AM,07/18/19 01:00:00,64.5234,5.781
7/18/19,1:15:00 AM,07/18/19 01:15:00,64.5242,5.721
7/18/19,1:30:00 AM,07/18/19 01:30:00,64.4981,5.662
7/18/19,1:45:00 AM,07/18/19 01:45:00,64.4867,5.612
7/18/19,2:00:00 AM,07/18/19 02:00:00,64.4754,5.563
7/18/19,2:15:00 AM,07/18/19 02:15:00,64.4758,5.51
7/18/19,2:30:00 AM,07/18/19 02:30:00,64.4545,5.46
7/18/19,2:45:00 AM,07/18/19 02:45:00,64.4234,5.421
7/18/19,3:00:00 AM,07/18/19 03:00:00,64.4017,5.39
7/18/19,3:15:00 AM,07/18/19 03:15:00,64.4201,5.355
7/18/19,3:30:00 AM,07/18/19 03:30:00,64.409,5.323
7/18/19,3:45:00 AM,07/18/19 03:45:00,64.3908,5.289
7/18/19,4:00:00 AM,07/18/19 04:00:00,64.3929,5.267
7/18/19,4:15:00 AM,07/18/19 04:15:00,64.3909,5.24
7/18/19,4:30:00 AM,07/18/19 04:30:00,64.3994,5.203
7/18/19,4:45:00 AM,07/18/19 04:45:00,64.3942,5.174
7/18/19,5:00:00 AM,07/18/19 05:00:00,64.3915,5.159
7/18/19,5:15:00 AM,07/18/19 05:15:00,64.3929,5.137
7/18/19,5:30:00 AM,07/18/19 05:30:00,64.4053,5.12
7/18/19,5:45:00 AM,07/18/19 05:45:00,64.4309,5.097
7/18/19,6:00:00 AM,07/18/19 06:00:00,64.3984,5.071
7/18/19,6:15:00 AM,07/18/19 06:15:00,64.4154,5.047
7/18/19,6:30:00 AM,07/18/19 06:30:00,64.4201,5.031
7/18/19,6:45:00 AM,07/18/19 06:45:00,64.4349,5.024
7/18/19,7:00:00 AM,07/18/19 07:00:00,64.4096,5.016
7/18/19,7:15:00 AM,07/18/19 07:15:00,64.4507,5.018
7/18/19,7:30:00 AM,07/18/19 07:30:00,64.4597,5.035
7/18/19,7:45:00 AM,07/18/19 07:45:00,64.4764,5.027
7/18/19,8:00:00 AM,07/18/19 08:00:00,64.4855,5.023
7/18/19,8:15:00 AM,07/18/19 08:15:00,64.4682,5.05
7/18/19,8:30:00 AM,07/18/19 08:30:00,64.4826,5.087
7/18/19,8:45:00 AM,07/18/19 08:45:00,64.5105,5.152
7/18/19,9:00:00 AM,07/18/19 09:00:00,64.5429,5.284
7/18/19,9:15:00 AM,07/18/19 09:15:00,64.5377,5.547
7/18/19,9:30:00 AM,07/18/19 09:30:00,64.5466,5.71
7/18/19,9:45:00 AM,07/18/19 09:45:00,64.5324,5.958
7/18/19,10:00:00 AM,07/18/19 10:00:00,64.5642,6.181
7/18/19,10:15:00 AM,07/18/19 10:15:00,64.5785,6.458
7/18/19,10:30:00 AM,07/18/19 10:30:00,64.5793,6.725
7/18/19,10:45:00 AM,07/18/19 10:45:00,64.6043,6.974
7/18/19,11:00:00 AM,07/18/19 11:00:00,64.6593,7.314
7/18/19,11:15:00 AM,07/18/19 11:15:00,64.6336,7.669
7/18/19,11:30:00 AM,07/18/19 11:30:00,64.5984,7.997
7/18/19,11:45:00 AM,07/18/19 11:45:00,64.6486,8.247
7/18/19,12:00:00 PM,07/18/19 12:00:00,64.6458,8.377
7/18/19,12:15:00 PM,07/18/19 12:15:00,64.6719,8.573
7/18/19,12:30:00 PM,07/18/19 12:30:00,64.6464,8.991
7/18/19,12:45:00 PM,07/18/19 12:45:00,64.594,9.37
7/18/19,1:00:00 PM,07/18/19 13:00:00,64.6693,9.671
7/18/19,1:15:00 PM,07/18/19 13:15:00,64.6405,9.79
7/18/19,1:30:00 PM,07/18/19 13:30:00,64.6314,9.779
7/18/19,1:45:00 PM,07/18/19 13:45:00,62.5794,9.86
7/18/19,2:00:00 PM,07/18/19 14:00:00,64.4572,10.142
7/18/19,2:15:00 PM,07/18/19 14:15:00,64.4259,10.09
7/18/19,2:30:00 PM,07/18/19 14:30:00,64.4002,10.159
7/18/19,2:45:00 PM,07/18/19 14:45:00,64.3916,10.2
7/18/19,3:00:00 PM,07/18/19 15:00:00,64.4028,10.156
7/18/19,3:15:00 PM,07/18/19 15:15:00,64.4025,10.281
7/18/19,3:30:00 PM,07/18/19 15:30:00,64.3469,10.364
7/18/19,3:45:00 PM,07/18/19 15:45:00,64.3954,10.384
7/18/19,4:00:00 PM,07/18/19 16:00:00,64.3675,10.341
7/18/19,4:15:00 PM,07/18/19 16:15:00,64.3791,10.316
7/18/19,4:30:00 PM,07/18/19 16:30:00,64.4039,10.262
7/18/19,4:45:00 PM,07/18/19 16:45:00,64.4116,10.21
7/18/19,5:00:00 PM,07/18/19 17:00:00,64.396,10.053
7/18/19,5:15:00 PM,07/18/19 17:15:00,64.372,9.808
7/18/19,5:30:00 PM,07/18/19 17:30:00,64.3515,9.601
7/18/19,5:45:00 PM,07/18/19 17:45:00,64.3363,9.406
7/18/19,6:00:00 PM,07/18/19 18:00:00,64.3808,9.208
7/18/19,6:15:00 PM,07/18/19 18:15:00,64.3739,9.012
7/18/19,6:30:00 PM,07/18/19 18:30:00,64.2988,8.815
7/18/19,6:45:00 PM,07/18/19 18:45:00,64.4052,8.638
7/18/19,7:00:00 PM,07/18/19 19:00:00,64.3928,8.472
7/18/19,7:15:00 PM,07/18/19 19:15:00,64.3944,8.324
7/18/19,7:30:00 PM,07/18/19 19:30:00,64.3971,8.192
7/18/19,7:45:00 PM,07/18/19 19:45:00,64.4253,8.073
7/18/19,8:00:00 PM,07/18/19 20:00:00,64.4449,7.955
7/18/19,8:15:00 PM,07/18/19 20:15:00,64.4531,7.865
7/18/19,8:30:00 PM,07/18/19 20:30:00,64.4425,7.774
7/18/19,8:45:00 PM,07/18/19 20:45:00,64.4308,7.679
7/18/19,9:00:00 PM,07/18/19 21:00:00,64.4522,7.589
7/18/19,9:15:00 PM,07/18/19 21:15:00,64.4516,7.498
7/18/19,9:30:00 PM,07/18/19 21:30:00,64.4619,7.399
7/18/19,9:45:00 PM,07/18/19 21:45:00,64.474,7.312
7/18/19,10:00:00 PM,07/18/19 22:00:00,64.4411,7.225
7/18/19,10:15:00 PM,07/18/19 22:15:00,64.4653,7.131
7/18/19,10:30:00 PM,07/18/19 22:30:00,64.4459,7.047
7/18/19,10:45:00 PM,07/18/19 22:45:00,64.4902,6.947
7/18/19,11:00:00 PM,07/18/19 23:00:00,64.475,6.86
7/18/19,11:15:00 PM,07/18/19 23:15:00,64.487,6.775
7/18/19,11:30:00 PM,07/18/19 23:30:00,64.5026,6.699
7/18/19,11:45:00 PM,07/18/19 23:45:00,64.4967,6.603
7/19/19,12:00:00 AM,07/19/19 00:00:00,64.4702,6.529
7/19/19,12:15:00 AM,07/19/19 00:15:00,64.4611,6.474
7/19/19,12:30:00 AM,07/19/19 00:30:00,64.4629,6.438
7/19/19,12:45:00 AM,07/19/19 00:45:00,64.4743,6.4
7/19/19,1:00:00 AM,07/19/19 01:00:00,64.4428,6.359
7/19/19,1:15:00 AM,07/19/19 01:15:00,64.4285,6.296
7/19/19,1:30:00 AM,07/19/19 01:30:00,64.4485,6.252
7/19/19,1:45:00 AM,07/19/19 01:45:00,64.4527,6.198
7/19/19,2:00:00 AM,07/19/19 02:00:00,64.4082,6.144
7/19/19,2:15:00 AM,07/19/19 02:15:00,64.3993,6.099
7/19/19,2:30:00 AM,07/19/19 02:30:00,64.4107,6.055
7/19/19,2:45:00 AM,07/19/19 02:45:00,64.4014,6.016
7/19/19,3:00:00 AM,07/19/19 03:00:00,64.4032,5.979
7/19/19,3:15:00 AM,07/19/19 03:15:00,64.3801,5.955
7/19/19,3:30:00 AM,07/19/19 03:30:00,64.4049,5.905
7/19/19,3:45:00 AM,07/19/19 03:45:00,64.397,5.865
7/19/19,4:00:00 AM,07/19/19 04:00:00,64.3939,5.813
7/19/19,4:15:00 AM,07/19/19 04:15:00,64.383,5.751
7/19/19,4:30:00 AM,07/19/19 04:30:00,64.3933,5.641
7/19/19,4:45:00 AM,07/19/19 04:45:00,64.3744,5.439
7/19/19,5:00:00 AM,07/19/19 05:00:00,64.3789,5.251
7/19/19,5:15:00 AM,07/19/19 05:15:00,64.3852,5.102
7/19/19,5:30:00 AM,07/19/19 05:30:00,64.3932,5.013
7/19/19,5:45:00 AM,07/19/19 05:45:00,64.3865,4.871
7/19/19,6:00:00 AM,07/19/19 06:00:00,64.3938,4.792
7/19/19,6:15:00 AM,07/19/19 06:15:00,64.408,4.759
7/19/19,6:30:00 AM,07/19/19 06:30:00,64.4079,4.764
7/19/19,6:45:00 AM,07/19/19 06:45:00,64.3979,4.768
7/19/19,7:00:00 AM,07/19/19 07:00:00,64.4232,4.775
7/19/19,7:15:00 AM,07/19/19 07:15:00,64.3982,4.795
7/19/19,7:30:00 AM,07/19/19 07:30:00,64.4514,4.817
7/19/19,7:45:00 AM,07/19/19 07:45:00,64.4304,4.849
7/19/19,8:00:00 AM,07/19/19 08:00:00,64.4651,4.888
7/19/19,8:15:00 AM,07/19/19 08:15:00,64.4664,4.947
7/19/19,8:30:00 AM,07/19/19 08:30:00,64.4942,5.01
7/19/19,8:45:00 AM,07/19/19 08:45:00,64.5269,5.068
7/19/19,9:00:00 AM,07/19/19 09:00:00,64.5074,5.142
7/19/19,9:15:00 AM,07/19/19 09:15:00,64.5485,5.258
7/19/19,9:30:00 AM,07/19/19 09:30:00,64.5327,5.501
7/19/19,9:45:00 AM,07/19/19 09:45:00,64.5288,5.731
7/19/19,10:00:00 AM,07/19/19 10:00:00,64.5694,6.046
7/19/19,10:15:00 AM,07/19/19 10:15:00,64.5692,6.205
7/19/19,10:30:00 AM,07/19/19 10:30:00,64.5607,6.402
7/19/19,10:45:00 AM,07/19/19 10:45:00,64.5772,6.487
7/19/19,11:00:00 AM,07/19/19 11:00:00,64.5835,6.604
7/19/19,11:15:00 AM,07/19/19 11:15:00,64.5457,6.819
7/19/19,11:30:00 AM,07/19/19 11:30:00,64.6048,7.068
7/19/19,11:45:00 AM,07/19/19 11:45:00,64.5993,7.198
7/19/19,12:00:00 PM,07/19/19 12:00:00,64.6295,7.185
7/19/19,12:15:00 PM,07/19/19 12:15:00,64.6734,7.532
7/19/19,12:30:00 PM,07/19/19 12:30:00,64.6311,8.012
7/19/19,12:45:00 PM,07/19/19 12:45:00,64.6454,8.189
7/19/19,1:00:00 PM,07/19/19 13:00:00,64.5756,8.429
7/19/19,1:15:00 PM,07/19/19 13:15:00,64.6149,8.69
7/19/19,1:30:00 PM,07/19/19 13:30:00,64.5955,8.929
7/19/19,1:45:00 PM,07/19/19 13:45:00,64.5433,9.097
7/19/19,2:00:00 PM,07/19/19 14:00:00,64.4798,9.105
7/19/19,2:15:00 PM,07/19/19 14:15:00,64.2406,9.594
7/19/19,2:30:00 PM,07/19/19 14:30:00,64.2633,9.522
7/19/19,2:45:00 PM,07/19/19 14:45:00,64.2287,9.515
7/19/19,3:00:00 PM,07/19/19 15:00:00,64.2128,9.397
7/19/19,3:15:00 PM,07/19/19 15:15:00,64.2172,9.208
7/19/19,3:30:00 PM,07/19/19 15:30:00,64.209,9.074
7/19/19,3:45:00 PM,07/19/19 15:45:00,64.1647,9.013
7/19/19,4:00:00 PM,07/19/19 16:00:00,64.176,8.903
7/19/19,4:15:00 PM,07/19/19 16:15:00,64.1551,8.758
7/19/19,4:30:00 PM,07/19/19 16:30:00,64.0729,8.593
7/19/19,4:45:00 PM,07/19/19 16:45:00,64.0425,8.545
7/19/19,5:00:00 PM,07/19/19 17:00:00,64.0705,8.388
7/19/19,5:15:00 PM,07/19/19 17:15:00,64.0812,8.25
7/19/19,5:30:00 PM,07/19/19 17:30:00,64.0723,8.097
7/19/19,5:45:00 PM,07/19/19 17:45:00,64.0707,7.95
7/19/19,6:00:00 PM,07/19/19 18:00:00,64.0592,7.813
7/19/19,6:15:00 PM,07/19/19 18:15:00,64.0785,7.68
7/19/19,6:30:00 PM,07/19/19 18:30:00,64.07,7.525
7/19/19,6:45:00 PM,07/19/19 18:45:00,64.0858,7.384
7/19/19,7:00:00 PM,07/19/19 19:00:00,64.0781,7.261
7/19/19,7:15:00 PM,07/19/19 19:15:00,64.0647,7.166
7/19/19,7:30:00 PM,07/19/19 19:30:00,64.0811,7.072
7/19/19,7:45:00 PM,07/19/19 19:45:00,64.0731,6.974
7/19/19,8:00:00 PM,07/19/19 20:00:00,64.0864,6.893
7/19/19,8:15:00 PM,07/19/19 20:15:00,64.1095,6.81
7/19/19,8:30:00 PM,07/19/19 20:30:00,64.1182,6.739
7/19/19,8:45:00 PM,07/19/19 20:45:00,64.1309,6.657
7/19/19,9:00:00 PM,07/19/19 21:00:00,64.1277,6.597
7/19/19,9:15:00 PM,07/19/19 21:15:00,64.1372,6.541
7/19/19,9:30:00 PM,07/19/19 21:30:00,64.1426,6.498
7/19/19,9:45:00 PM,07/19/19 21:45:00,64.1351,6.457
7/19/19,10:00:00 PM,07/19/19 22:00:00,64.1563,6.426
7/19/19,10:15:00 PM,07/19/19 22:15:00,64.1661,6.39
7/19/19,10:30:00 PM,07/19/19 22:30:00,64.1651,6.342
7/19/19,10:45:00 PM,07/19/19 22:45:00,64.1457,6.295
7/19/19,11:00:00 PM,07/19/19 23:00:00,64.1679,6.25
7/19/19,11:15:00 PM,07/19/19 23:15:00,64.1932,6.203
7/19/19,11:30:00 PM,07/19/19 23:30:00,64.1933,6.122
7/19/19,11:45:00 PM,07/19/19 23:45:00,64.2225,6.065
7/20/19,12:00:00 AM,07/20/19 00:00:00,64.2279,6.005
7/20/19,12:15:00 AM,07/20/19 00:15:00,64.2144,5.946
7/20/19,12:30:00 AM,07/20/19 00:30:00,64.1884,5.92
7/20/19,12:45:00 AM,07/20/19 00:45:00,64.1794,5.87
7/20/19,1:00:00 AM,07/20/19 01:00:00,64.1689,5.832
7/20/19,1:15:00 AM,07/20/19 01:15:00,64.1794,5.804
7/20/19,1:30:00 AM,07/20/19 01:30:00,64.1587,5.771
7/20/19,1:45:00 AM,07/20/19 01:45:00,64.1608,5.728
7/20/19,2:00:00 AM,07/20/19 02:00:00,64.184,5.688
7/20/19,2:15:00 AM,07/20/19 02:15:00,64.152,5.644
7/20/19,2:30:00 AM,07/20/19 02:30:00,64.1873,5.61
7/20/19,2:45:00 AM,07/20/19 02:45:00,64.1801,5.56
7/20/19,3:00:00 AM,07/20/19 03:00:00,64.165,5.514
7/20/19,3:15:00 AM,07/20/19 03:15:00,64.1959,5.482
7/20/19,3:30:00 AM,07/20/19 03:30:00,64.2391,5.436
7/20/19,3:45:00 AM,07/20/19 03:45:00,64.2498,5.389
7/20/19,4:00:00 AM,07/20/19 04:00:00,64.2717,5.341
7/20/19,4:15:00 AM,07/20/19 04:15:00,64.2656,5.292
7/20/19,4:30:00 AM,07/20/19 04:30:00,64.2895,5.249
7/20/19,4:45:00 AM,07/20/19 04:45:00,64.3445,5.217
7/20/19,5:00:00 AM,07/20/19 05:00:00,64.3751,5.167
7/20/19,5:15:00 AM,07/20/19 05:15:00,64.3904,5.123
7/20/19,5:30:00 AM,07/20/19 05:30:00,64.4224,5.076
7/20/19,5:45:00 AM,07/20/19 05:45:00,64.4935,5.027
7/20/19,6:00:00 AM,07/20/19 06:00:00,64.5872,4.969
7/20/19,6:15:00 AM,07/20/19 06:15:00,64.5105,4.906
7/20/19,6:30:00 AM,07/20/19 06:30:00,64.6399,4.859
7/20/19,6:45:00 AM,07/20/19 06:45:00,64.6776,4.8
7/20/19,7:00:00 AM,07/20/19 07:00:00,64.6854,4.801
7/20/19,7:15:00 AM,07/20/19 07:15:00,64.7242,4.811
7/20/19,7:30:00 AM,07/20/19 07:30:00,64.7702,4.82
7/20/19,7:45:00 AM,07/20/19 07:45:00,64.7901,4.832
7/20/19,8:00:00 AM,07/20/19 08:00:00,64.8094,4.854
7/20/19,8:15:00 AM,07/20/19 08:15:00,64.8625,4.89
7/20/19,8:30:00 AM,07/20/19 08:30:00,64.8857,4.977
7/20/19,8:45:00 AM,07/20/19 08:45:00,64.9261,5.083
7/20/19,9:00:00 AM,07/20/19 09:00:00,64.9014,5.19
7/20/19,9:15:00 AM,07/20/19 09:15:00,64.9335,5.252
7/20/19,9:30:00 AM,07/20/19 09:30:00,64.9733,5.34
7/20/19,9:45:00 AM,07/20/19 09:45:00,64.9897,5.434
7/20/19,10:00:00 AM,07/20/19 10:00:00,64.9782,5.564
7/20/19,10:15:00 AM,07/20/19 10:15:00,64.9609,5.654
7/20/19,10:30:00 AM,07/20/19 10:30:00,65.0638,5.816
7/20/19,10:45:00 AM,07/20/19 10:45:00,64.9982,5.928
7/20/19,11:00:00 AM,07/20/19 11:00:00,64.9177,6.07
7/20/19,11:15:00 AM,07/20/19 11:15:00,64.963,6.274
7/20/19,11:30:00 AM,07/20/19 11:30:00,64.9043,6.533
7/20/19,11:45:00 AM,07/20/19 11:45:00,64.9378,6.741
7/20/19,12:00:00 PM,07/20/19 12:00:00,64.9647,6.908
7/20/19,12:15:00 PM,07/20/19 12:15:00,64.9367,7.11
7/20/19,12:30:00 PM,07/20/19 12:30:00,65.0122,7.304
7/20/19,12:45:00 PM,07/20/19 12:45:00,64.9716,7.432
7/20/19,1:00:00 PM,07/20/19 13:00:00,64.9887,7.577
7/20/19,1:15:00 PM,07/20/19 13:15:00,64.964,7.682
7/20/19,1:30:00 PM,07/20/19 13:30:00,64.956,7.764
7/20/19,1:45:00 PM,07/20/19 13:45:00,64.9595,7.949
7/20/19,2:00:00 PM,07/20/19 14:00:00,64.9613,8.025
